"","ETH.group","year","sex","births"
"705","OTH","2019","M",2969.15582767852
"706","PAK","2019","M",19367.6032531196
"707","WBI","2019","M",247111.82913775
"708","WHO","2019","M",18180.572744509
"709","BAN","2020","M",7319.63077209951
"710","BLA","2020","M",12277.4552047223
"711","BLC","2020","M",2991.2303822518
"712","CHI","2020","M",4443.38923882928
"713","IND","2020","M",15333.0374449922
"714","MIX","2020","M",21880.2874692826
"715","OAS","2020","M",8012.09960450827
"716","OBL","2020","M",2190.82981060526
"717","OTH","2020","M",3039.27060110822
"718","PAK","2020","M",19828.9741313693
"719","WBI","2020","M",246492.061419906
"720","WHO","2020","M",18462.2847586236
"721","BAN","2021","M",7460.32350411382
"722","BLA","2021","M",12529.5929812224
"723","BLC","2021","M",2982.52092873639
"724","CHI","2021","M",4626.137554419
"725","IND","2021","M",15482.4534470646
"726","MIX","2021","M",22243.6307033703
"727","OAS","2021","M",8149.84250808746
"728","OBL","2021","M",2243.02326692229
"729","OTH","2021","M",3108.51526207509
"730","PAK","2021","M",20314.6364697797
"731","WBI","2021","M",245809.199725915
"732","WHO","2021","M",18725.1348409354
"733","BAN","2022","M",7599.72185431029
"734","BLA","2022","M",12787.3507046264
"735","BLC","2022","M",2973.4135844216
"736","CHI","2022","M",4782.14830944018
"737","IND","2022","M",15618.2751920502
"738","MIX","2022","M",22584.1124064658
"739","OAS","2022","M",8282.00098099079
"740","OBL","2022","M",2296.86840980417
"741","OTH","2022","M",3174.88118694091
"742","PAK","2022","M",20801.877156799
"743","WBI","2022","M",244853.677863257
"744","WHO","2022","M",18960.628485493
"745","BAN","2023","M",7732.78651926413
"746","BLA","2023","M",13041.6750573775
"747","BLC","2023","M",2963.13638916342
"748","CHI","2023","M",4909.14445309357
"749","IND","2023","M",15737.4795800036
"750","MIX","2023","M",22895.7710825908
"751","OAS","2023","M",8406.03975327965
"752","OBL","2023","M",2350.75606801024
"753","OTH","2023","M",3237.44218237221
"754","PAK","2023","M",21282.112418689
"755","WBI","2023","M",243577.027401755
"756","WHO","2023","M",19165.1631636939
"757","BAN","2024","M",7860.70064362434
"758","BLA","2024","M",13295.7030588583
"759","BLC","2024","M",2952.32411126817
"760","CHI","2024","M",5009.08351141193
"761","IND","2024","M",15848.5719360475
"762","MIX","2024","M",23190.4231423029
"763","OAS","2024","M",8525.06558546771
"764","OBL","2024","M",2404.81850913941
"765","OTH","2024","M",3297.5930559213
"766","PAK","2024","M",21760.1321372869
"767","WBI","2024","M",242118.757755652
"768","WHO","2024","M",19348.6263719613
"769","BAN","2025","M",7984.560333702
"770","BLA","2025","M",13545.4657919901
"771","BLC","2025","M",2940.661336262
"772","CHI","2025","M",5083.54328684508
"773","IND","2025","M",15955.052003056
"774","MIX","2025","M",23473.0098271511
"775","OAS","2025","M",8640.22102701655
"776","OBL","2025","M",2458.10524229757
"777","OTH","2025","M",3355.5098912225
"778","PAK","2025","M",22231.4577998162
"779","WBI","2025","M",240551.897154699
"780","WHO","2025","M",19514.7500743754
"781","BAN","2026","M",8114.23789379352
"782","BLA","2026","M",13806.1453738625
"783","BLC","2026","M",2931.99040410994
"784","CHI","2026","M",5142.69016693791
"785","IND","2026","M",16082.0869963084
"786","MIX","2026","M",23778.3505709055
"787","OAS","2026","M",8763.18476856265
"788","OBL","2026","M",2513.30167673343
"789","OTH","2026","M",3415.3205360706
"790","PAK","2026","M",22723.3370379327
"791","WBI","2026","M",239248.625813559
"792","WHO","2026","M",19691.5326337123
"793","BAN","2027","M",8254.95691007783
"794","BLA","2027","M",14081.9893084935
"795","BLC","2027","M",2927.65226430172
"796","CHI","2027","M",5192.99940748096
"797","IND","2027","M",16241.711722573
"798","MIX","2027","M",24120.9974715213
"799","OAS","2027","M",8898.66473947016
"800","OBL","2027","M",2570.9312696988
"801","OTH","2027","M",3478.3477830434
"802","PAK","2027","M",23247.3503001468
"803","WBI","2027","M",238353.727729093
"804","WHO","2027","M",19889.8678076831
"805","BAN","2028","M",8399.71987154886
"806","BLA","2028","M",14354.2597478607
"807","BLC","2028","M",2923.99366780222
"808","CHI","2028","M",5232.34250795768
"809","IND","2028","M",16420.0839562558
"810","MIX","2028","M",24474.2283357585
"811","OAS","2028","M",9036.94114040773
"812","OBL","2028","M",2626.64649450292
"813","OTH","2028","M",3539.97188142452
"814","PAK","2028","M",23778.4129338529
"815","WBI","2028","M",237610.869495131
"816","WHO","2028","M",20090.012087385
"817","BAN","2029","M",8550.06573902669
"818","BLA","2029","M",14623.202588043
"819","BLC","2029","M",2921.21174059559
"820","CHI","2029","M",5264.31901630329
"821","IND","2029","M",16624.3486914558
"822","MIX","2029","M",24840.3508749695
"823","OAS","2029","M",9179.32290132032
"824","OBL","2029","M",2679.43547728267
"825","OTH","2029","M",3599.46551093176
"826","PAK","2029","M",24324.4769006198
"827","WBI","2029","M",237075.109026986
"828","WHO","2029","M",20296.6483991075
"829","BAN","2030","M",8706.72470754723
"830","BLA","2030","M",14888.1585276502
"831","BLC","2030","M",2919.67582410314
"832","CHI","2030","M",5290.82324963012
"833","IND","2030","M",16855.8646182449
"834","MIX","2030","M",25215.2539235077
"835","OAS","2030","M",9324.94008250322
"836","OBL","2030","M",2727.99227167705
"837","OTH","2030","M",3655.27198278637
"838","PAK","2030","M",24889.4381590488
"839","WBI","2030","M",236748.426107095
"840","WHO","2030","M",20508.2777098842
"841","BAN","2031","M",8867.75083098071
"842","BLA","2031","M",15144.2090819062
"843","BLC","2031","M",2918.27877523619
"844","CHI","2031","M",5312.76739310817
"845","IND","2031","M",17110.1996621091
"846","MIX","2031","M",25586.4579507353
"847","OAS","2031","M",9469.34517550603
"848","OBL","2031","M",2770.23607088546
"849","OTH","2031","M",3704.98527657832
"850","PAK","2031","M",25466.991944457
"851","WBI","2031","M",236553.931382683
"852","WHO","2031","M",20717.6347574902
"853","BAN","2032","M",9035.71437628722
"854","BLA","2032","M",15390.6568754153
"855","BLC","2032","M",2916.83728800078
"856","CHI","2032","M",5333.66504187112
"857","IND","2032","M",17389.8673240411
"858","MIX","2032","M",25953.2707660202
"859","OAS","2032","M",9613.37706838262
"860","OBL","2032","M",2805.53784984072
"861","OTH","2032","M",3747.8072194806
"862","PAK","2032","M",26062.8946703196
"863","WBI","2032","M",236517.812654511
"864","WHO","2032","M",20927.5939003035
"865","BAN","2033","M",9206.92375993747
"866","BLA","2033","M",15623.278746021
"867","BLC","2033","M",2914.69899711914
"868","CHI","2033","M",5354.25037325369
"869","IND","2033","M",17687.6215450296
"870","MIX","2033","M",26302.4373030221
"871","OAS","2033","M",9752.53555334142
"872","OBL","2033","M",2832.56830672721
"873","OTH","2033","M",3781.12485550822
"874","PAK","2033","M",26668.3685276895
"875","WBI","2033","M",236539.767027146
"876","WHO","2033","M",21132.4401174518
"877","BAN","2034","M",9379.93665674275
"878","BLA","2034","M",15842.1383825256
"879","BLC","2034","M",2911.25860550505
"880","CHI","2034","M",5375.99416029443
"881","IND","2034","M",17999.5622949484
"882","MIX","2034","M",26627.944498296
"883","OAS","2034","M",9885.01346821796
"884","OBL","2034","M",2851.18840979929
"885","OTH","2034","M",3804.08534040188
"886","PAK","2034","M",27278.6990056564
"887","WBI","2034","M",236571.161693477
"888","WHO","2034","M",21331.9702653749
"889","BAN","2035","M",9556.36776664976
"890","BLA","2035","M",16049.678479697
"891","BLC","2035","M",2906.91092117076
"892","CHI","2035","M",5400.30099003475
"893","IND","2035","M",18325.6600518269
"894","MIX","2035","M",26934.0458404921
"895","OAS","2035","M",10012.5611407585
"896","OBL","2035","M",2862.43615556265
"897","OTH","2035","M",3818.12477163442
"898","PAK","2035","M",27897.0576322303
"899","WBI","2035","M",236637.602426949
"900","WHO","2035","M",21531.4580762845
"901","BAN","2036","M",9734.50700753603
"902","BLA","2036","M",16246.7630628321
"903","BLC","2036","M",2901.98750143954
"904","CHI","2036","M",5427.0008458815
"905","IND","2036","M",18662.2572010687
"906","MIX","2036","M",27221.0340257918
"907","OAS","2036","M",10135.2404655925
"908","OBL","2036","M",2867.09272367593
"909","OTH","2036","M",3824.49688246515
"910","PAK","2036","M",28523.6492321794
"911","WBI","2036","M",236719.855825506
"912","WHO","2036","M",21731.9214007371
"913","BAN","2037","M",9913.04421479039
"914","BLA","2037","M",16435.2827659308
"915","BLC","2037","M",2896.82501569549
"916","CHI","2037","M",5455.39181832669
"917","IND","2037","M",19005.5225085216
"918","MIX","2037","M",27490.0122595284
"919","OAS","2037","M",10253.1016099285
"920","OBL","2037","M",2866.54662142953
"921","OTH","2037","M",3824.35296527216
"922","PAK","2037","M",29159.1790110548
"923","WBI","2037","M",236792.259899634
"924","WHO","2037","M",21931.5079978071
"925","BAN","2038","M",10092.4596321405
"926","BLA","2038","M",16617.8090792076
"927","BLC","2038","M",2891.55796415422
"928","CHI","2038","M",5486.35543137699
"929","IND","2038","M",19349.7066643626
"930","MIX","2038","M",27743.6321051942
"931","OAS","2038","M",10366.8257435732
"932","OBL","2038","M",2862.46919650066
"933","OTH","2038","M",3819.18214220913
"934","PAK","2038","M",29805.1295589902
"935","WBI","2038","M",236843.196139337
"936","WHO","2038","M",22127.0905368789
"937","BAN","2039","M",10272.0576815864
"938","BLA","2039","M",16794.445226296
"939","BLC","2039","M",2886.25908566975
"940","CHI","2039","M",5521.69340484681
"941","IND","2039","M",19689.0653651469
"942","MIX","2039","M",27983.1647204799
"943","OAS","2039","M",10476.1448613977
"944","OBL","2039","M",2855.89222960217
"945","OTH","2039","M",3810.05918423745
"946","PAK","2039","M",30459.242813225
"947","WBI","2039","M",236864.174118923
"948","WHO","2039","M",22315.217734343
"949","BAN","2040","M",10449.666187048
"950","BLA","2040","M",16965.9914034979
"951","BLC","2040","M",2881.22906562538
"952","CHI","2040","M",5561.82773841457
"953","IND","2040","M",20019.3998282983
"954","MIX","2040","M",28210.1551155576
"955","OAS","2040","M",10581.4330067146
"956","OBL","2040","M",2847.96627019426
"957","OTH","2040","M",3798.0393091577
"958","PAK","2040","M",31117.7848268306
"959","WBI","2040","M",236835.055124058
"960","WHO","2040","M",22493.8721419418
"961","BAN","2041","M",10625.0441054799
"962","BLA","2041","M",17134.3083729421
"963","BLC","2041","M",2876.61786992507
"964","CHI","2041","M",5607.17161068439
"965","IND","2041","M",20337.7484531645
"966","MIX","2041","M",28428.081974576
"967","OAS","2041","M",10684.033819868
"968","OBL","2041","M",2839.9419463911
"969","OTH","2041","M",3784.51766628896
"970","PAK","2041","M",31779.9644732778
"971","WBI","2041","M",236759.262878619
"972","WHO","2041","M",22666.1488411014
"973","BAN","2042","M",10797.5525745042
"974","BLA","2042","M",17298.6266149739
"975","BLC","2042","M",2872.6899633382
"976","CHI","2042","M",5656.80542198535
"977","IND","2042","M",20642.4060556018
"978","MIX","2042","M",28639.8044297174
"979","OAS","2042","M",10784.278920706
"980","OBL","2042","M",2832.72530770342
"981","OTH","2042","M",3770.79264195379
"982","PAK","2042","M",32444.5334255629
"983","WBI","2042","M",236656.980023622
"984","WHO","2042","M",22832.5576531887
"985","BAN","2043","M",10966.5232329652
"986","BLA","2043","M",17460.6600909561
"987","BLC","2043","M",2869.43751875793
"988","CHI","2043","M",5709.27272656159
"989","IND","2043","M",20932.6164078338
"990","MIX","2043","M",28848.367167751
"991","OAS","2043","M",10882.6356234714
"992","OBL","2043","M",2827.47262148385
"993","OTH","2043","M",3758.6011824473
"994","PAK","2043","M",33114.4185961642
"995","WBI","2043","M",236521.991103106
"996","WHO","2043","M",22991.8442264054
"997","BAN","2044","M",11132.0489337042
"998","BLA","2044","M",17622.2825367868
"999","BLC","2044","M",2867.12607507814
"1000","CHI","2044","M",5763.8582508039
"1001","IND","2044","M",21207.8893320616
"1002","MIX","2044","M",29054.5446255842
"1003","OAS","2044","M",10979.5032071625
"1004","OBL","2044","M",2824.64606992393
"1005","OTH","2044","M",3748.24585152167
"1006","PAK","2044","M",33793.2628935769
"1007","WBI","2044","M",236346.000315487
"1008","WHO","2044","M",23143.3191133505
"1009","BAN","2045","M",11294.4274045287
"1010","BLA","2045","M",17782.1465798657
"1011","BLC","2045","M",2865.86742455748
"1012","CHI","2045","M",5819.26151833489
"1013","IND","2045","M",21467.8605395076
"1014","MIX","2045","M",29257.7949419404
"1015","OAS","2045","M",11075.1219770477
"1016","OBL","2045","M",2824.10186075977
"1017","OTH","2045","M",3739.53121752329
"1018","PAK","2045","M",34480.9042457652
"1019","WBI","2045","M",236124.175312044
"1020","WHO","2045","M",23286.2499392789
"1021","BAN","2046","M",11454.2153674475
"1022","BLA","2046","M",17939.2844493421
"1023","BLC","2046","M",2865.36086315839
"1024","CHI","2046","M",5874.47268156809
"1025","IND","2046","M",21712.6766347136
"1026","MIX","2046","M",29458.1449989037
"1027","OAS","2046","M",11169.4868257228
"1028","OBL","2046","M",2825.84603685173
"1029","OTH","2046","M",3732.69657293337
"1030","PAK","2046","M",35177.0544495036
"1031","WBI","2046","M",235850.525648709
"1032","WHO","2046","M",23421.619105476
"1033","BAN","2047","M",11611.7927736584
"1034","BLA","2047","M",18092.6438077394
"1035","BLC","2047","M",2865.5322516685
"1036","CHI","2047","M",5928.62912350128
"1037","IND","2047","M",21943.7130004963
"1038","MIX","2047","M",29656.6320862999
"1039","OAS","2047","M",11262.91930565
"1040","OBL","2047","M",2829.79576493768
"1041","OTH","2047","M",3727.94633441772
"1042","PAK","2047","M",35882.0459949199
"1043","WBI","2047","M",235543.305170764
"1044","WHO","2047","M",23550.8249127655
"1045","BAN","2048","M",11767.2799393812
"1046","BLA","2048","M",18241.6662673743
"1047","BLC","2048","M",2866.53071555902
"1048","CHI","2048","M",5980.71986297791
"1049","IND","2048","M",22162.3035330839
"1050","MIX","2048","M",29855.8480647546
"1051","OAS","2048","M",11355.9775429632
"1052","OBL","2048","M",2836.32983390765
"1053","OTH","2048","M",3725.961017415
"1054","PAK","2048","M",36596.1811803823
"1055","WBI","2048","M",235219.627304097
"1056","WHO","2048","M",23675.7498610043
"1057","BAN","2049","M",11920.9921785792
"1058","BLA","2049","M",18385.7313858539
"1059","BLC","2049","M",2868.22061677629
"1060","CHI","2049","M",6029.57580387692
"1061","IND","2049","M",22370.1691975218
"1062","MIX","2049","M",30055.7138214823
"1063","OAS","2049","M",11448.4506335397
"1064","OBL","2049","M",2845.23600874933
"1065","OTH","2049","M",3726.37373794881
"1066","PAK","2049","M",37320.0598605575
"1067","WBI","2049","M",234889.882589482
"1068","WHO","2049","M",23796.7423789827
"1069","BAN","2050","M",12072.4399143008
"1070","BLA","2050","M",18523.171466532
"1071","BLC","2050","M",2870.33301540127
"1072","CHI","2050","M",6074.11369357988
"1073","IND","2050","M",22570.0523514374
"1074","MIX","2050","M",30254.8886679749
"1075","OAS","2050","M",11540.3409681444
"1076","OBL","2050","M",2855.86749153557
"1077","OTH","2050","M",3728.26876931903
"1078","PAK","2050","M",38054.8783394987
"1079","WBI","2050","M",234561.330087304
"1080","WHO","2050","M",23912.9523043252
"1081","BAN","2051","M",12220.893426431
"1082","BLA","2051","M",18653.0276174088
"1083","BLC","2051","M",2872.74211227435
"1084","CHI","2051","M",6113.8528809499
"1085","IND","2051","M",22764.3295054653
"1086","MIX","2051","M",30452.6977340765
"1087","OAS","2051","M",11631.8914828042
"1088","OBL","2051","M",2867.81892057932
"1089","OTH","2051","M",3731.1055768505
"1090","PAK","2051","M",38800.626580838
"1091","WBI","2051","M",234238.501183527
"1092","WHO","2051","M",24024.421205507
"1093","BAN","2052","M",12367.2584658756
"1094","BLA","2052","M",18772.3837607374
"1095","BLC","2052","M",2875.11620890198
"1096","CHI","2052","M",6148.62652119018
"1097","IND","2052","M",22954.3279812479
"1098","MIX","2052","M",30647.7342837391
"1099","OAS","2052","M",11722.5741390482
"1100","OBL","2052","M",2880.53197625529
"1101","OTH","2052","M",3734.39846646148
"1102","PAK","2052","M",39558.0784011083
"1103","WBI","2052","M",233918.721851658
"1104","WHO","2052","M",24131.257914861
"1105","BAN","2053","M",12511.7368287126
"1106","BLA","2053","M",18878.1825939617
"1107","BLC","2053","M",2877.22748170067
"1108","CHI","2053","M",6178.29025952684
"1109","IND","2053","M",23141.5167373242
"1110","MIX","2053","M",30839.8164428106
"1111","OAS","2053","M",11812.1227442812
"1112","OBL","2053","M",2893.80639416123
"1113","OTH","2053","M",3738.44766804016
"1114","PAK","2053","M",40328.4281847009
"1115","WBI","2053","M",233596.975060602
"1116","WHO","2053","M",24233.8223306092
"1117","BAN","2054","M",12654.1080295823
"1118","BLA","2054","M",18971.0684575534
"1119","BLC","2054","M",2878.92449342212
"1120","CHI","2054","M",6202.75443402094
"1121","IND","2054","M",23327.4706607976
"1122","MIX","2054","M",31029.1895592925
"1123","OAS","2054","M",11900.7626832108
"1124","OBL","2054","M",2907.3753087065
"1125","OTH","2054","M",3743.30931217982
"1126","PAK","2054","M",41110.785119267
"1127","WBI","2054","M",233282.157132864
"1128","WHO","2054","M",24332.7901807701
"1129","BAN","2055","M",12794.643617932
"1130","BLA","2055","M",19049.90374664
"1131","BLC","2055","M",2880.04106875074
"1132","CHI","2055","M",6221.94265269506
"1133","IND","2055","M",23513.6492079354
"1134","MIX","2055","M",31214.8575396119
"1135","OAS","2055","M",11988.3439135796
"1136","OBL","2055","M",2920.65835092018
"1137","OTH","2055","M",3748.28895500446
"1138","PAK","2055","M",41904.6434507899
"1139","WBI","2055","M",232979.737027436
"1140","WHO","2055","M",24427.9469469994
"1141","BAN","2056","M",12933.2348399715
"1142","BLA","2056","M",19114.5702030904
"1143","BLC","2056","M",2880.43629528999
"1144","CHI","2056","M",6235.77028590884
"1145","IND","2056","M",23701.7187677112
"1146","MIX","2056","M",31396.125318341
"1147","OAS","2056","M",12074.8842767858
"1148","OBL","2056","M",2933.34670066248
"1149","OTH","2056","M",3752.95078747913
"1150","PAK","2056","M",42711.8426214197
"1151","WBI","2056","M",232694.535623196
"1152","WHO","2056","M",24518.6311311012
"1153","BAN","2057","M",13070.488343303
"1154","BLA","2057","M",19165.6909021834
"1155","BLC","2057","M",2880.26356803601
"1156","CHI","2057","M",6244.42650368644
"1157","IND","2057","M",23893.3437806404
"1158","MIX","2057","M",31571.598772216
"1159","OAS","2057","M",12159.7554697961
"1160","OBL","2057","M",2945.01086146784
"1161","OTH","2057","M",3756.60196687384
"1162","PAK","2057","M",43533.6249388047
"1163","WBI","2057","M",232430.056869921
"1164","WHO","2057","M",24603.544200777
"1165","BAN","2058","M",13206.8495076366
"1166","BLA","2058","M",19202.5584055232
"1167","BLC","2058","M",2879.82651993457
"1168","CHI","2058","M",6248.3511150341
"1169","IND","2058","M",24089.5655628789
"1170","MIX","2058","M",31741.5187256566
"1171","OAS","2058","M",12242.8226875365
"1172","OBL","2058","M",2955.43633365384
"1173","OTH","2058","M",3758.9514345415
"1174","PAK","2058","M",44368.7908170163
"1175","WBI","2058","M",232195.595794246
"1176","WHO","2058","M",24683.1373059023
"1177","BAN","2059","M",13341.9546639056
"1178","BLA","2059","M",19226.1772092766
"1179","BLC","2059","M",2878.94493886836
"1180","CHI","2059","M",6247.98608232318
"1181","IND","2059","M",24289.9999132101
"1182","MIX","2059","M",31906.4032821325
"1183","OAS","2059","M",12324.1516477235
"1184","OBL","2059","M",2964.64922083906
"1185","OTH","2059","M",3760.07295316246
"1186","PAK","2059","M",45217.1545878737
"1187","WBI","2059","M",231992.214254666
"1188","WHO","2059","M",24758.6108368935
"1189","BAN","2060","M",13474.9828373482
"1190","BLA","2060","M",19236.7945271502
"1191","BLC","2060","M",2877.518875447
"1192","CHI","2060","M",6243.59026517525
"1193","IND","2060","M",24494.418057156
"1194","MIX","2060","M",32065.6279799266
"1195","OAS","2060","M",12403.1613723673
"1196","OBL","2060","M",2972.52958315015
"1197","OTH","2060","M",3759.78725057302
"1198","PAK","2060","M",46078.8379350678
"1199","WBI","2060","M",231812.207947298
"1200","WHO","2060","M",24830.3439641727
"1201","BAN","2011","F",6329.85471346591
"1202","BLA","2011","F",10355.2161917205
"1203","BLC","2011","F",3161.24983612919
"1204","CHI","2011","F",2164.69842182572
"1205","IND","2011","F",13095.5626011225
"1206","MIX","2011","F",17996.0276269652
"1207","OAS","2011","F",6686.30862760678
"1208","OBL","2011","F",1870.32740306835
"1209","OTH","2011","F",2297.03040034912
"1210","PAK","2011","F",16277.0395632554
"1211","WBI","2011","F",246601.461270684
"1212","WHO","2011","F",14535.2034649934
"1213","BAN","2012","F",6262.18500537354
"1214","BLA","2012","F",10283.5965609501
"1215","BLC","2012","F",3060.4391925591
"1216","CHI","2012","F",2330.84581382377
"1217","IND","2012","F",13066.4065745959
"1218","MIX","2012","F",17973.1426928759
"1219","OAS","2012","F",6638.66027927756
"1220","OBL","2012","F",1846.22855132705
"1221","OTH","2012","F",2318.07145901837
"1222","PAK","2012","F",16184.6144498521
"1223","WBI","2012","F",241181.019517349
"1224","WHO","2012","F",14654.6625973016
"1225","BAN","2013","F",6169.82934370159
"1226","BLA","2013","F",10176.7964678233
"1227","BLC","2013","F",2949.36186359793
"1228","CHI","2013","F",2504.56089570868
"1229","IND","2013","F",12978.5979944853
"1230","MIX","2013","F",17883.7302176186
"1231","OAS","2013","F",6578.06458976303
"1232","OBL","2013","F",1817.35732724989
"1233","OTH","2013","F",2332.24469657284
"1234","PAK","2013","F",16040.9901438453
"1235","WBI","2013","F",234698.350521056
"1236","WHO","2013","F",14717.9629648453
"1237","BAN","2014","F",6242.45637329492
"1238","BLA","2014","F",10353.6296034991
"1239","BLC","2014","F",2915.92485583809
"1240","CHI","2014","F",2765.13602501894
"1241","IND","2014","F",13251.1725541289
"1242","MIX","2014","F",18280.4282855374
"1243","OAS","2014","F",6715.92843972339
"1244","OBL","2014","F",1839.96802519789
"1245","OTH","2014","F",2415.06400604171
"1246","PAK","2014","F",16346.0286353831
"1247","WBI","2014","F",234027.998724512
"1248","WHO","2014","F",15214.0456664531
"1249","BAN","2015","F",6351.79699816724
"1250","BLA","2015","F",10582.5997980115
"1251","BLC","2015","F",2899.94415378115
"1252","CHI","2015","F",3043.58302387713
"1253","IND","2015","F",13565.3088485058
"1254","MIX","2015","F",18764.3112172576
"1255","OAS","2015","F",6889.56230091872
"1256","OBL","2015","F",1874.84719870233
"1257","OTH","2015","F",2508.39119735441
"1258","PAK","2015","F",16745.1803513258
"1259","WBI","2015","F",234480.179132448
"1260","WHO","2015","F",15752.5531188047
"1261","BAN","2016","F",6477.26024476616
"1262","BLA","2016","F",10821.111853702
"1263","BLC","2016","F",2892.22963207931
"1264","CHI","2016","F",3316.56002785121
"1265","IND","2016","F",13850.9975481132
"1266","MIX","2016","F",19255.5965136624
"1267","OAS","2016","F",7060.68955726097
"1268","OBL","2016","F",1915.32117597493
"1269","OTH","2016","F",2598.30188496928
"1270","PAK","2016","F",17175.3915645004
"1271","WBI","2016","F",235361.104342047
"1272","WHO","2016","F",16234.3393287603
"1273","BAN","2017","F",6602.03608002735
"1274","BLA","2017","F",11048.470501656
"1275","BLC","2017","F",2883.00163379787
"1276","CHI","2017","F",3577.02164153346
"1277","IND","2017","F",14094.3779392402
"1278","MIX","2017","F",19709.472489951
"1279","OAS","2017","F",7220.50791650707
"1280","OBL","2017","F",1956.69542169481
"1281","OTH","2017","F",2681.67303000916
"1282","PAK","2017","F",17603.2819417175
"1283","WBI","2017","F",235824.871813565
"1284","WHO","2017","F",16655.1772189609
"1285","BAN","2018","F",6722.24898428208
"1286","BLA","2018","F",11261.040457892
"1287","BLC","2018","F",2870.99734986901
"1288","CHI","2018","F",3817.93233878847
"1289","IND","2018","F",14291.3697193524
"1290","MIX","2018","F",20114.0831863746
"1291","OAS","2018","F",7365.28153303984
"1292","OBL","2018","F",1997.85911350535
"1293","OTH","2018","F",2757.43601130657
"1294","PAK","2018","F",18020.9396664159
"1295","WBI","2018","F",235734.731085533
"1296","WHO","2018","F",17010.3248829459
"1297","BAN","2019","F",6844.25271439127
"1298","BLA","2019","F",11472.5610054379
"1299","BLC","2019","F",2859.37362518516
"1300","CHI","2019","F",4036.53936594477
"1301","IND","2019","F",14456.6622504176
"1302","MIX","2019","F",20486.7832463551
"1303","OAS","2019","F",7500.25808299314
"1304","OBL","2019","F",2040.81946950034
"1305","OTH","2019","F",2827.76745493192
"1306","PAK","2019","F",18445.3364315425
"1307","WBI","2019","F",235344.59917881
"1308","WHO","2019","F",17314.8311852467
"1309","BAN","2020","F",6971.07692580906
"1310","BLA","2020","F",11692.8144806879
"1311","BLC","2020","F",2848.79084023981
"1312","CHI","2020","F",4231.7992750755
"1313","IND","2020","F",14602.8928047545
"1314","MIX","2020","F",20838.3690183644
"1315","OAS","2020","F",7630.57105191264
"1316","OBL","2020","F",2086.50458152882
"1317","OTH","2020","F",2894.54342962688
"1318","PAK","2020","F",18884.7372679707
"1319","WBI","2020","F",234754.344209435
"1320","WHO","2020","F",17583.1283415463
"1321","BAN","2021","F",7105.07000391793
"1322","BLA","2021","F",11932.9456964023
"1323","BLC","2021","F",2840.49612260609
"1324","CHI","2021","F",4405.84528992285
"1325","IND","2021","F",14745.1937591091
"1326","MIX","2021","F",21184.410193686
"1327","OAS","2021","F",7761.7547696071
"1328","OBL","2021","F",2136.21263516408
"1329","OTH","2021","F",2960.4907257858
"1330","PAK","2021","F",19347.2728283617
"1331","WBI","2021","F",234103.999738966
"1332","WHO","2021","F",17833.4617532718
"1333","BAN","2022","F",7237.83033743837
"1334","BLA","2022","F",12178.4292425014
"1335","BLC","2022","F",2831.8224613539
"1336","CHI","2022","F",4554.4269613716
"1337","IND","2022","F",14874.5478019526
"1338","MIX","2022","F",21508.6784823483
"1339","OAS","2022","F",7887.61998189599
"1340","OBL","2022","F",2187.49372362302
"1341","OTH","2022","F",3023.69636851515
"1342","PAK","2022","F",19811.3115779038
"1343","WBI","2022","F",233193.978917387
"1344","WHO","2022","F",18057.7414147553
"1345","BAN","2023","F",7364.55858977536
"1346","BLA","2023","F",12420.6429117881
"1347","BLC","2023","F",2822.03465634611
"1348","CHI","2023","F",4675.37566961293
"1349","IND","2023","F",14988.0757904797
"1350","MIX","2023","F",21805.4962691341
"1351","OAS","2023","F",8005.75214598062
"1352","OBL","2023","F",2238.81530286689
"1353","OTH","2023","F",3083.27826892592
"1354","PAK","2023","F",20268.6784939895
"1355","WBI","2023","F",231978.121335005
"1356","WHO","2023","F",18252.5363463751
"1357","BAN","2024","F",7486.38156535651
"1358","BLA","2024","F",12662.5743417698
"1359","BLC","2024","F",2811.73724882683
"1360","CHI","2024","F",4770.55572515422
"1361","IND","2024","F",15093.8780343309
"1362","MIX","2024","F",22086.1172783837
"1363","OAS","2024","F",8119.11008139782
"1364","OBL","2024","F",2290.30334203753
"1365","OTH","2024","F",3140.56481516315
"1366","PAK","2024","F",20723.9353688447
"1367","WBI","2024","F",230589.293100621
"1368","WHO","2024","F",18427.2632113917
"1369","BAN","2025","F",7604.34317495428
"1370","BLA","2025","F",12900.4436114191
"1371","BLC","2025","F",2800.62984405905
"1372","CHI","2025","F",4841.46979699531
"1373","IND","2025","F",15195.2876219581
"1374","MIX","2025","F",22355.2474544297
"1375","OAS","2025","F",8228.78193049195
"1376","OBL","2025","F",2341.05261171198
"1377","OTH","2025","F",3195.72370592619
"1378","PAK","2025","F",21172.8169522059
"1379","WBI","2025","F",229097.044909237
"1380","WHO","2025","F",18585.4762613099
"1381","BAN","2026","F",7727.84561313669
"1382","BLA","2026","F",13148.7098798691
"1383","BLC","2026","F",2792.37181343804
"1384","CHI","2026","F",4897.80015898849
"1385","IND","2026","F",15316.2733298176
"1386","MIX","2026","F",22646.0481627672
"1387","OAS","2026","F",8345.89025577395
"1388","OBL","2026","F",2393.62064450803
"1389","OTH","2026","F",3252.68622482914
"1390","PAK","2026","F",21641.2733694597
"1391","WBI","2026","F",227855.834108152
