"","ETH.group","year","sex","births"
"708","WHO","2019","M",18396.6968851272
"709","BAN","2020","M",7738.87801457947
"710","BLA","2020","M",13190.6517160148
"711","BLC","2020","M",3237.00490831289
"712","CHI","2020","M",4052.19012411847
"713","IND","2020","M",15207.0659906224
"714","MIX","2020","M",22099.7269771048
"715","OAS","2020","M",8383.99921748516
"716","OBL","2020","M",2329.17781682136
"717","OTH","2020","M",3023.56583422478
"718","PAK","2020","M",20094.5560001602
"719","WBI","2020","M",248599.735361953
"720","WHO","2020","M",18799.1115462066
"721","BAN","2021","M",7942.94393793699
"722","BLA","2021","M",13586.7420458407
"723","BLC","2021","M",3265.78690499619
"724","CHI","2021","M",4168.58244852765
"725","IND","2021","M",15377.1085658161
"726","MIX","2021","M",22534.419257326
"727","OAS","2021","M",8604.97090536467
"728","OBL","2021","M",2404.82286410214
"729","OTH","2021","M",3103.61434682338
"730","PAK","2021","M",20640.4498645904
"731","WBI","2021","M",248420.28724364
"732","WHO","2021","M",19181.8711299111
"733","BAN","2022","M",8138.31918588202
"734","BLA","2022","M",13976.2214391402
"735","BLC","2022","M",3291.6547754326
"736","CHI","2022","M",4256.38055149362
"737","IND","2022","M",15526.815722781
"738","MIX","2022","M",22937.7688031706
"739","OAS","2022","M",8815.01452213456
"740","OBL","2022","M",2480.53772695597
"741","OTH","2022","M",3179.72815804527
"742","PAK","2022","M",21177.6696015369
"743","WBI","2022","M",247934.335373832
"744","WHO","2022","M",19523.0256730975
"745","BAN","2023","M",8318.66745884017
"746","BLA","2023","M",14347.9486693242
"747","BLC","2023","M",3313.4081620484
"748","CHI","2023","M",4314.71255721601
"749","IND","2023","M",15652.0595629277
"750","MIX","2023","M",23302.1115537418
"751","OAS","2023","M",9009.60815678897
"752","OBL","2023","M",2554.46589108338
"753","OTH","2023","M",3250.54096396348
"754","PAK","2023","M",21696.731763543
"755","WBI","2023","M",247084.689039825
"756","WHO","2023","M",19815.9138185452
"757","BAN","2024","M",8484.95734109812
"758","BLA","2024","M",14705.8319687495
"759","BLC","2024","M",3331.69929592852
"760","CHI","2024","M",4346.02134767691
"761","IND","2024","M",15760.6217366681
"762","MIX","2024","M",23638.1090543079
"763","OAS","2024","M",9190.12810665834
"764","OBL","2024","M",2626.6513281499
"765","OTH","2024","M",3317.03914817056
"766","PAK","2024","M",22201.8813194611
"767","WBI","2024","M",246006.450894156
"768","WHO","2024","M",20068.2901932473
"769","BAN","2025","M",8638.03926521383
"770","BLA","2025","M",15044.7150772158
"771","BLC","2025","M",3346.07139929956
"772","CHI","2025","M",4352.45597321985
"773","IND","2025","M",15855.2923442649
"774","MIX","2025","M",23949.4772157508
"775","OAS","2025","M",9356.73996461214
"776","OBL","2025","M",2695.82274919278
"777","OTH","2025","M",3379.07273978547
"778","PAK","2025","M",22688.6716670885
"779","WBI","2025","M",244767.413974668
"780","WHO","2025","M",20282.2795940822
"781","BAN","2026","M",8788.85104281288
"782","BLA","2026","M",15381.8327474907
"783","BLC","2026","M",3360.95330222567
"784","CHI","2026","M",4343.41343255154
"785","IND","2026","M",15960.7180131511
"786","MIX","2026","M",24271.0093946636
"787","OAS","2026","M",9521.4402493335
"788","OBL","2026","M",2764.92045201908
"789","OTH","2026","M",3440.57432061986
"790","PAK","2026","M",23185.4958021135
"791","WBI","2026","M",243743.142675239
"792","WHO","2026","M",20485.9702821401
"793","BAN","2027","M",8943.07782493763
"794","BLA","2027","M",15722.2339277809
"795","BLC","2027","M",3378.07939752243
"796","CHI","2027","M",4325.02589259438
"797","IND","2027","M",16088.874279195
"798","MIX","2027","M",24617.2553494619
"799","OAS","2027","M",9689.25825969503
"800","OBL","2027","M",2834.67888390198
"801","OTH","2027","M",3502.73371992137
"802","PAK","2027","M",23705.0068528426
"803","WBI","2027","M",243081.662605508
"804","WHO","2027","M",20690.3828465392
"805","BAN","2028","M",9092.87306592184
"806","BLA","2028","M",16045.5419289069
"807","BLC","2028","M",3393.4651514407
"808","CHI","2028","M",4296.23776842819
"809","IND","2028","M",16226.123923092
"810","MIX","2028","M",24960.9420109181
"811","OAS","2028","M",9849.81967404047
"812","OBL","2028","M",2900.4976521807
"813","OTH","2028","M",3560.79880738946
"814","PAK","2028","M",24222.122282477
"815","WBI","2028","M",242523.347119882
"816","WHO","2028","M",20874.8578506925
"817","BAN","2029","M",9239.799580838
"818","BLA","2029","M",16352.8480330334
"819","BLC","2029","M",3407.60083227692
"820","CHI","2029","M",4260.27106042261
"821","IND","2029","M",16380.00423849
"822","MIX","2029","M",25304.5822590588
"823","OAS","2029","M",10005.0502910027
"824","OBL","2029","M",2961.4151337039
"825","OTH","2029","M",3613.99632242492
"826","PAK","2029","M",24745.7507876704
"827","WBI","2029","M",242126.90106167
"828","WHO","2029","M",21044.6412577656
"829","BAN","2030","M",9384.58709268579
"830","BLA","2030","M",16643.8783729351
"831","BLC","2030","M",3421.13643213668
"832","CHI","2030","M",4218.76549385223
"833","IND","2030","M",16552.5698651007
"834","MIX","2030","M",25644.6842839898
"835","OAS","2030","M",10154.713993032
"836","OBL","2030","M",3016.29428381211
"837","OTH","2030","M",3660.8371180783
"838","PAK","2030","M",25281.2888778478
"839","WBI","2030","M",241898.632728019
"840","WHO","2030","M",21199.3036785674
"841","BAN","2031","M",9525.07815536222
"842","BLA","2031","M",16913.8771051844
"843","BLC","2031","M",3433.19128919
"844","CHI","2031","M",4172.74986540073
"845","IND","2031","M",16739.8668214419
"846","MIX","2031","M",25969.4535834937
"847","OAS","2031","M",10295.0580400194
"848","OBL","2031","M",3063.15685552487
"849","OTH","2031","M",3699.00193666483
"850","PAK","2031","M",25823.3962633285
"851","WBI","2031","M",241765.100937101
"852","WHO","2031","M",21332.7216806547
"853","BAN","2032","M",9664.0549482404
"854","BLA","2032","M",17163.1498505422
"855","BLC","2032","M",3443.94798995512
"856","CHI","2032","M",4125.07989193608
"857","IND","2032","M",16944.9799459703
"858","MIX","2032","M",26279.0628848664
"859","OAS","2032","M",10427.9640091751
"860","OBL","2032","M",3101.58522645636
"861","OTH","2032","M",3727.77575423323
"862","PAK","2032","M",26379.0475458981
"863","WBI","2032","M",241759.150137922
"864","WHO","2032","M",21449.3607325049
"865","BAN","2033","M",9797.69250578789
"866","BLA","2033","M",17386.6773887698
"867","BLC","2033","M",3452.81427875129
"868","CHI","2033","M",4076.81686152467
"869","IND","2033","M",17160.8366220416
"870","MIX","2033","M",26561.3258659314
"871","OAS","2033","M",10550.1318956505
"872","OBL","2033","M",3130.40068014701
"873","OTH","2033","M",3744.9253098893
"874","PAK","2033","M",26940.5952355722
"875","WBI","2033","M",241783.779141031
"876","WHO","2033","M",21545.0660078808
"877","BAN","2034","M",9924.73206194303
"878","BLA","2034","M",17585.5656338113
"879","BLC","2034","M",3459.45393396061
"880","CHI","2034","M",4029.04958617575
"881","IND","2034","M",17384.4531869432
"882","MIX","2034","M",26811.4922360128
"883","OAS","2034","M",10660.3296271864
"884","OBL","2034","M",3149.63331996026
"885","OTH","2034","M",3749.8977849427
"886","PAK","2034","M",27504.2978019459
"887","WBI","2034","M",241796.114868022
"888","WHO","2034","M",21621.3604702061
"889","BAN","2035","M",10047.5396602292
"890","BLA","2035","M",17762.9245204534
"891","BLC","2035","M",3464.54824386239
"892","CHI","2035","M",3982.80476846601
"893","IND","2035","M",17616.268002375
"894","MIX","2035","M",27034.9159870211
"895","OAS","2035","M",10761.4656972054
"896","OBL","2035","M",3160.50195295324
"897","OTH","2035","M",3744.23689443696
"898","PAK","2035","M",28074.8139694121
"899","WBI","2035","M",241828.786661074
"900","WHO","2035","M",21685.3049385509
"901","BAN","2036","M",10165.0477188102
"902","BLA","2036","M",17919.9793886321
"903","BLC","2036","M",3468.50185477041
"904","CHI","2036","M",3937.56378926576
"905","IND","2036","M",17853.1942651371
"906","MIX","2036","M",27232.7884001166
"907","OAS","2036","M",10854.4472729078
"908","OBL","2036","M",3163.90211505895
"909","OTH","2036","M",3729.3780785231
"910","PAK","2036","M",28653.1717422079
"911","WBI","2036","M",241867.136449433
"912","WHO","2036","M",21739.4834929475
"913","BAN","2037","M",10276.5274093649
"914","BLA","2037","M",18058.6421812521
"915","BLC","2037","M",3471.73808039746
"916","CHI","2037","M",3892.23679348136
"917","IND","2037","M",18091.964138148
"918","MIX","2037","M",27407.0530879697
"919","OAS","2037","M",10940.1011259268
"920","OBL","2037","M",3161.32835941074
"921","OTH","2037","M",3706.60330366838
"922","PAK","2037","M",29240.7615882912
"923","WBI","2037","M",241889.039470521
"924","WHO","2037","M",21783.625205286
"925","BAN","2038","M",10383.0333557856
"926","BLA","2038","M",18181.0428014079
"927","BLC","2038","M",3474.44715798954
"928","CHI","2038","M",3847.46516183779
"929","IND","2038","M",18327.2712644876
"930","MIX","2038","M",27561.2441453521
"931","OAS","2038","M",11019.8353996389
"932","OBL","2038","M",3154.45670936443
"933","OTH","2038","M",3677.57897215727
"934","PAK","2038","M",29839.5512838519
"935","WBI","2038","M",241886.145815761
"936","WHO","2038","M",21816.0363285419
"937","BAN","2039","M",10484.8207353606
"938","BLA","2039","M",18287.6768351045
"939","BLC","2039","M",3476.67414958931
"940","CHI","2039","M",3804.82624595921
"941","IND","2039","M",18553.9202779921
"942","MIX","2039","M",27697.3016586387
"943","OAS","2039","M",11093.9660803786
"944","OBL","2039","M",3144.34650151434
"945","OTH","2039","M",3643.45655222164
"946","PAK","2039","M",30447.3288102659
"947","WBI","2039","M",241853.443761881
"948","WHO","2039","M",21834.3374438446
"949","BAN","2040","M",10580.5083578066
"950","BLA","2040","M",18380.20558105
"951","BLC","2040","M",3478.69941351301
"952","CHI","2040","M",3764.7748591073
"953","IND","2040","M",18768.2262474389
"954","MIX","2040","M",27817.2611476087
"955","OAS","2040","M",11163.2807339766
"956","OBL","2040","M",3132.15577201395
"957","OTH","2040","M",3605.28192198679
"958","PAK","2040","M",31060.127384934
"959","WBI","2040","M",241773.497535285
"960","WHO","2040","M",21837.3414954763
"961","BAN","2041","M",10670.4458977041
"962","BLA","2041","M",18460.0646691954
"963","BLC","2041","M",3480.6825792191
"964","CHI","2041","M",3727.59557409041
"965","IND","2041","M",18967.5731508382
"966","MIX","2041","M",27924.8638181711
"967","OAS","2041","M",11229.38200029
"968","OBL","2041","M",3119.08519332961
"969","OTH","2041","M",3564.49455274891
"970","PAK","2041","M",31676.4881715426
"971","WBI","2041","M",241650.860533597
"972","WHO","2041","M",21828.6190631733
"973","BAN","2042","M",10754.4734223086
"974","BLA","2042","M",18524.6007783667
"975","BLC","2042","M",3482.7593547914
"976","CHI","2042","M",3691.94921494442
"977","IND","2042","M",19150.5256029006
"978","MIX","2042","M",28022.8988213161
"979","OAS","2042","M",11292.7695005004
"980","OBL","2042","M",3105.91806573748
"981","OTH","2042","M",3522.40883995644
"982","PAK","2042","M",32294.2827857938
"983","WBI","2042","M",241506.769991469
"984","WHO","2042","M",21809.2208166719
"985","BAN","2043","M",10832.2869612765
"986","BLA","2043","M",18575.0388308918
"987","BLC","2043","M",3484.83141893289
"988","CHI","2043","M",3655.8603836859
"989","IND","2043","M",19316.5611750561
"990","MIX","2043","M",28114.2482226758
"991","OAS","2043","M",11354.013264426
"992","OBL","2043","M",3093.77898718921
"993","OTH","2043","M",3480.71727318221
"994","PAK","2043","M",32915.5326011315
"995","WBI","2043","M",241334.519601314
"996","WHO","2043","M",21778.5046118255
"997","BAN","2044","M",10904.3210989602
"998","BLA","2044","M",18613.1688413042
"999","BLC","2044","M",3487.15968246365
"1000","CHI","2044","M",3618.06560022549
"1001","IND","2044","M",19465.224825011
"1002","MIX","2044","M",28199.4412975651
"1003","OAS","2044","M",11413.4924781453
"1004","OBL","2044","M",3083.13545433606
"1005","OTH","2044","M",3439.72042445685
"1006","PAK","2044","M",33542.6199857659
"1007","WBI","2044","M",241123.876423292
"1008","WHO","2044","M",21736.2140684726
"1009","BAN","2045","M",10971.2138219244
"1010","BLA","2045","M",18636.3196589127
"1011","BLC","2045","M",3489.68321156844
"1012","CHI","2045","M",3576.89588466568
"1013","IND","2045","M",19595.8719043603
"1014","MIX","2045","M",28277.4944133632
"1015","OAS","2045","M",11471.2776975572
"1016","OBL","2045","M",3073.76255409374
"1017","OTH","2045","M",3399.1928641504
"1018","PAK","2045","M",34174.1713609821
"1019","WBI","2045","M",240868.311037778
"1020","WHO","2045","M",21681.8993534813
"1021","BAN","2046","M",11033.9333455392
"1022","BLA","2046","M",18642.8165358633
"1023","BLC","2046","M",3491.92907369629
"1024","CHI","2046","M",3530.95286155004
"1025","IND","2046","M",19708.2024277291
"1026","MIX","2046","M",28347.8163315043
"1027","OAS","2046","M",11526.995532424
"1028","OBL","2046","M",3065.57132124914
"1029","OTH","2046","M",3359.30639964825
"1030","PAK","2046","M",34808.9652513011
"1031","WBI","2046","M",240559.372629543
"1032","WHO","2046","M",21616.4246479534
"1033","BAN","2047","M",11093.0266637828
"1034","BLA","2047","M",18630.7907927846
"1035","BLC","2047","M",3493.70058109812
"1036","CHI","2047","M",3479.54878184505
"1037","IND","2047","M",19803.3037093721
"1038","MIX","2047","M",28410.883762345
"1039","OAS","2047","M",11580.6017909086
"1040","OBL","2047","M",3058.33901955681
"1041","OTH","2047","M",3320.22376224732
"1042","PAK","2047","M",35446.451824486
"1043","WBI","2047","M",240212.176954955
"1044","WHO","2047","M",21541.2202945668
"1045","BAN","2048","M",11148.6930903123
"1046","BLA","2048","M",18598.4199934638
"1047","BLC","2048","M",3494.97451343704
"1048","CHI","2048","M",3422.42903214977
"1049","IND","2048","M",19882.1020359163
"1050","MIX","2048","M",28468.5710135916
"1051","OAS","2048","M",11632.2489460858
"1052","OBL","2048","M",3052.26704584127
"1053","OTH","2048","M",3282.49621003041
"1054","PAK","2048","M",36085.8201090268
"1055","WBI","2048","M",239840.33611316
"1056","WHO","2048","M",21458.1533725106
"1057","BAN","2049","M",11201.5665580612
"1058","BLA","2049","M",18545.0807408135
"1059","BLC","2049","M",3495.44438259797
"1060","CHI","2049","M",3358.90113408133
"1061","IND","2049","M",19946.0027379484
"1062","MIX","2049","M",28520.1246070436
"1063","OAS","2049","M",11681.2372538257
"1064","OBL","2049","M",3047.046186918
"1065","OTH","2049","M",3245.73433303968
"1066","PAK","2049","M",36726.4451311609
"1067","WBI","2049","M",239450.485151872
"1068","WHO","2049","M",21367.3302905326
"1069","BAN","2050","M",11251.6267125854
"1070","BLA","2050","M",18469.8646284131
"1071","BLC","2050","M",3494.71394335832
"1072","CHI","2050","M",3288.56616331723
"1073","IND","2050","M",19997.4796026032
"1074","MIX","2050","M",28563.8404447103
"1075","OAS","2050","M",11727.1569924334
"1076","OBL","2050","M",3042.00282525598
"1077","OTH","2050","M",3209.11767817155
"1078","PAK","2050","M",37368.7599022363
"1079","WBI","2050","M",239046.436772759
"1080","WHO","2050","M",21267.6357040314
"1081","BAN","2051","M",11298.6215521253
"1082","BLA","2051","M",18371.5717616115
"1083","BLC","2051","M",3492.55739057349
"1084","CHI","2051","M",3211.94302595294
"1085","IND","2051","M",20038.5390640146
"1086","MIX","2051","M",28598.6806845115
"1087","OAS","2051","M",11769.845112107
"1088","OBL","2051","M",3036.64942915806
"1089","OTH","2051","M",3172.18283099261
"1090","PAK","2051","M",38012.687559442
"1091","WBI","2051","M",238629.550792817
"1092","WHO","2051","M",21158.6755875794
"1093","BAN","2052","M",11343.7248223442
"1094","BLA","2052","M",18246.3914492184
"1095","BLC","2052","M",3488.54740459246
"1096","CHI","2052","M",3129.75259867082
"1097","IND","2052","M",20070.1534282309
"1098","MIX","2052","M",28622.7679482681
"1099","OAS","2052","M",11808.303779015
"1100","OBL","2052","M",3030.28653851273
"1101","OTH","2052","M",3134.51502130766
"1102","PAK","2052","M",38659.7812584256
"1103","WBI","2052","M",238194.347576349
"1104","WHO","2052","M",21040.11739378
"1105","BAN","2053","M",11387.4772955752
"1106","BLA","2053","M",18091.5110541156
"1107","BLC","2053","M",3482.37028140327
"1108","CHI","2053","M",3042.58180005002
"1109","IND","2053","M",20093.5796020183
"1110","MIX","2053","M",28635.431323031
"1111","OAS","2053","M",11841.8788622478
"1112","OBL","2053","M",3022.6061351207
"1113","OTH","2053","M",3096.35919293204
"1114","PAK","2053","M",39311.9416890908
"1115","WBI","2053","M",237733.158796537
"1116","WHO","2053","M",20911.7360896056
"1117","BAN","2054","M",11430.0073707965
"1118","BLA","2054","M",17908.6014740915
"1119","BLC","2054","M",3473.78617437371
"1120","CHI","2054","M",2951.21705776394
"1121","IND","2054","M",20110.1118129933
"1122","MIX","2054","M",28636.5283515792
"1123","OAS","2054","M",11870.4276877083
"1124","OBL","2054","M",3013.32735075174
"1125","OTH","2054","M",3057.7565299383
"1126","PAK","2054","M",39968.3066930209
"1127","WBI","2054","M",237252.387639085
"1128","WHO","2054","M",20773.4223035087
"1129","BAN","2055","M",11471.7853207494
"1130","BLA","2055","M",17698.5780649099
"1131","BLC","2055","M",3462.61157316816
"1132","CHI","2055","M",2856.51709835363
"1133","IND","2055","M",20121.1050066458
"1134","MIX","2055","M",28625.0455788409
"1135","OAS","2055","M",11893.5919149877
"1136","OBL","2055","M",3001.94835566904
"1137","OTH","2055","M",3018.18119323093
"1138","PAK","2055","M",40628.4852614718
"1139","WBI","2055","M",236755.892013505
"1140","WHO","2055","M",20624.3937150717
"1141","BAN","2056","M",11512.9175801983
"1142","BLA","2056","M",17463.0683507999
"1143","BLC","2056","M",3448.75102947145
"1144","CHI","2056","M",2759.26461407319
"1145","IND","2056","M",20128.3944776987
"1146","MIX","2056","M",28600.4931200433
"1147","OAS","2056","M",11911.3052091993
"1148","OBL","2056","M",2988.23197603431
"1149","OTH","2056","M",2977.38340202803
"1150","PAK","2056","M",41294.8118762322
"1151","WBI","2056","M",236247.898028083
"1152","WHO","2056","M",20463.7466210882
"1153","BAN","2057","M",11554.104674204
"1154","BLA","2057","M",17203.7104303917
"1155","BLC","2057","M",3432.4861077633
"1156","CHI","2057","M",2660.65207352358
"1157","IND","2057","M",20133.6520039278
"1158","MIX","2057","M",28561.7799574428
"1159","OAS","2057","M",11922.82640907
"1160","OBL","2057","M",2971.8371117204
"1161","OTH","2057","M",2934.88899600409
"1162","PAK","2057","M",41969.057429785
"1163","WBI","2057","M",235732.111651284
"1164","WHO","2057","M",20290.1261128126
"1165","BAN","2058","M",11595.8488901417
"1166","BLA","2058","M",16921.4763034467
"1167","BLC","2058","M",3414.23592275006
"1168","CHI","2058","M",2561.87540039933
"1169","IND","2058","M",20137.9514342763
"1170","MIX","2058","M",28509.3643111294
"1171","OAS","2058","M",11927.9978451584
"1172","OBL","2058","M",2952.65946438727
"1173","OTH","2058","M",2890.57887278998
"1174","PAK","2058","M",42650.3250036651
"1175","WBI","2058","M",235217.908232999
"1176","WHO","2058","M",20103.6888613266
"1177","BAN","2059","M",11637.9547360147
"1178","BLA","2059","M",16619.3423601501
"1179","BLC","2059","M",3393.84797712278
"1180","CHI","2059","M",2463.87294732523
"1181","IND","2059","M",20140.9057843999
"1182","MIX","2059","M",28443.9821158834
"1183","OAS","2059","M",11926.9065079717
"1184","OBL","2059","M",2930.82083905072
"1185","OTH","2059","M",2844.6524587962
"1186","PAK","2059","M",43338.5538633776
"1187","WBI","2059","M",234706.84334736
"1188","WHO","2059","M",19905.3513577918
"1189","BAN","2060","M",11679.920068226
"1190","BLA","2060","M",16300.7883906131
"1191","BLC","2060","M",3371.35108279229
"1192","CHI","2060","M",2367.25097334022
"1193","IND","2060","M",20142.3915181276
"1194","MIX","2060","M",28365.5014584635
"1195","OAS","2060","M",11919.0451351468
"1196","OBL","2060","M",2906.39979739404
"1197","OTH","2060","M",2797.14411069181
"1198","PAK","2060","M",44034.1337571185
"1199","WBI","2060","M",234192.433000769
"1200","WHO","2060","M",19695.477621307
"1201","BAN","2011","F",6327.4690492278
"1202","BLA","2011","F",10354.26179256
"1203","BLC","2011","F",3160.6848362039
"1204","CHI","2011","F",2166.20355164049
"1205","IND","2011","F",13099.204174122
"1206","MIX","2011","F",17993.854227722
"1207","OAS","2011","F",6688.71259675073
"1208","OBL","2011","F",1869.98530975561
"1209","OTH","2011","F",2294.85277446585
"1210","PAK","2011","F",16277.9016916937
"1211","WBI","2011","F",246595.654718244
"1212","WHO","2011","F",14532.4327234995
"1213","BAN","2012","F",6255.29907941043
"1214","BLA","2012","F",10282.1654331843
"1215","BLC","2012","F",3058.94218429466
"1216","CHI","2012","F",2335.64667768005
"1217","IND","2012","F",13077.2426799831
"1218","MIX","2012","F",17967.5448135696
"1219","OAS","2012","F",6645.5420435114
"1220","OBL","2012","F",1845.28840447593
"1221","OTH","2012","F",2311.71037351741
"1222","PAK","2012","F",16187.5690504874
"1223","WBI","2012","F",241164.632283368
"1224","WHO","2012","F",14647.5663141736
"1225","BAN","2013","F",6158.97968894706
"1226","BLA","2013","F",10176.6183767875
"1227","BLC","2013","F",2947.35461211741
"1228","CHI","2013","F",2513.15716466095
"1229","IND","2013","F",12996.9275015877
"1230","MIX","2013","F",17876.2930574005
"1231","OAS","2013","F",6588.88440794718
"1232","OBL","2013","F",1815.98545275359
"1233","OTH","2013","F",2322.0960062167
"1234","PAK","2013","F",16046.3551040773
"1235","WBI","2013","F",234673.086467122
"1236","WHO","2013","F",14708.6533656749
"1237","BAN","2014","F",6254.51701317843
"1238","BLA","2014","F",10403.5670713614
"1239","BLC","2014","F",2929.76303792642
"1240","CHI","2014","F",2744.18003954865
"1241","IND","2014","F",13220.604913954
"1242","MIX","2014","F",18249.9389751618
"1243","OAS","2014","F",6729.58011235316
"1244","OBL","2014","F",1845.51492461504
"1245","OTH","2014","F",2393.35734757854
"1246","PAK","2014","F",16341.203822965
"1247","WBI","2014","F",233966.841033565
"1248","WHO","2014","F",15155.0389691661
"1249","BAN","2015","F",6420.13316181495
"1250","BLA","2015","F",10746.7993385671
"1251","BLC","2015","F",2947.73520540112
"1252","CHI","2015","F",2964.52177830819
"1253","IND","2015","F",13462.1620573312
"1254","MIX","2015","F",18721.0349960055
"1255","OAS","2015","F",6923.1045917684
"1256","OBL","2015","F",1897.13854350853
"1257","OTH","2015","F",2474.30605782727
"1258","PAK","2015","F",16743.5532295316
"1259","WBI","2015","F",234512.720837312
"1260","WHO","2015","F",15658.1456372439
"1261","BAN","2016","F",6610.84638371755
"1262","BLA","2016","F",11120.91497601
"1263","BLC","2016","F",2976.81689544706
"1264","CHI","2016","F",3183.7696591711
"1265","IND","2016","F",13720.1534602849
"1266","MIX","2016","F",19241.9409132151
"1267","OAS","2016","F",7140.64042414938
"1268","OBL","2016","F",1957.98182854179
"1269","OTH","2016","F",2561.49433977069
"1270","PAK","2016","F",17211.4926026361
"1271","WBI","2016","F",235691.482940781
"1272","WHO","2016","F",16185.4508742716
"1273","BAN","2017","F",6802.66113761119
"1274","BLA","2017","F",11488.8299689206
"1275","BLC","2017","F",3005.04956194596
"1276","CHI","2017","F",3387.01968957567
"1277","IND","2017","F",13949.0405121642
"1278","MIX","2017","F",19737.1973755642
"1279","OAS","2017","F",7357.20414612547
"1280","OBL","2017","F",2020.79555366203
"1281","OTH","2017","F",2645.70408648857
"1282","PAK","2017","F",17685.3214398698
"1283","WBI","2017","F",236508.938554343
"1284","WHO","2017","F",16673.1800543442
"1285","BAN","2018","F",6990.0709166984
"1286","BLA","2018","F",11843.6132973499
"1287","BLC","2018","F",3030.57014345125
"1288","CHI","2018","F",3567.89449403815
"1289","IND","2018","F",14142.5249099206
"1290","MIX","2018","F",20192.4814247741
"1291","OAS","2018","F",7566.82984845898
"1292","OBL","2018","F",2083.98876659161
"1293","OTH","2018","F",2725.38198171456
"1294","PAK","2018","F",18154.2985209664
"1295","WBI","2018","F",236815.786371391
"1296","WHO","2018","F",17112.1698551462
"1297","BAN","2019","F",7178.9557728503
"1298","BLA","2019","F",12199.4281323774
"1299","BLC","2019","F",3056.47918367176
"1300","CHI","2019","F",3725.62392776226
"1301","IND","2019","F",14318.1061003163
"1302","MIX","2019","F",20627.2829907287
"1303","OAS","2019","F",7775.57424844469
"1304","OBL","2019","F",2149.67866539634
"1305","OTH","2019","F",2803.11123074105
"1306","PAK","2019","F",18637.25769384
"1307","WBI","2019","F",236873.758248979
"1308","WHO","2019","F",17520.6637001212
"1309","BAN","2020","F",7370.36001388521
"1310","BLA","2020","F",12562.5254438236
"1311","BLC","2020","F",3082.86181744085
"1312","CHI","2020","F",3859.22868963663
"1313","IND","2020","F",14482.919991069
"1314","MIX","2020","F",21047.3590258141
"1315","OAS","2020","F",7984.76115950967
"1316","OBL","2020","F",2218.26458744892
"1317","OTH","2020","F",2879.58650878551
"1318","PAK","2020","F",19137.672381105
"1319","WBI","2020","F",236761.65272567
"1320","WHO","2020","F",17903.915758292
"1321","BAN","2021","F",7564.70851232094
"1322","BLA","2021","F",12939.7543293721
"1323","BLC","2021","F",3110.27324285351
"1324","CHI","2021","F",3970.07852240728
"1325","IND","2021","F",14644.8653007773
"1326","MIX","2021","F",21461.3516736438
"1327","OAS","2021","F",8195.21038606159
"1328","OBL","2021","F",2290.30748962108
"1329","OTH","2021","F",2955.82318745084
"1330","PAK","2021","F",19657.5712996099
"1331","WBI","2021","F",236590.749755847
"1332","WHO","2021","F",18268.4486951535
"1333","BAN","2022","F",7750.7801770305
"1334","BLA","2022","F",13310.6870848954
"1335","BLC","2022","F",3134.90930993581
"1336","CHI","2022","F",4053.69576332726
"1337","IND","2022","F",14787.4435455057
"1338","MIX","2022","F",21845.4940982577
"1339","OAS","2022","F",8395.25192584244
"1340","OBL","2022","F",2362.41688281521
"1341","OTH","2022","F",3028.31253147169
"1342","PAK","2022","F",20169.2091443208
"1343","WBI","2022","F",236127.938451269
"1344","WHO","2022","F",18593.3577839023
"1345","BAN","2023","F",7922.54043699064
"1346","BLA","2023","F",13664.713018404
"1347","BLC","2023","F",3155.62682099847
"1348","CHI","2023","F",4109.25005449144
"1349","IND","2023","F",14906.7233932645
"1350","MIX","2023","F",22192.4871940398
"1351","OAS","2023","F",8580.57919694188
"1352","OBL","2023","F",2432.82465817465
"1353","OTH","2023","F",3095.75329901284
"1354","PAK","2023","F",20663.5540605172
"1355","WBI","2023","F",235318.7514665
"1356","WHO","2023","F",18872.2988748049
"1357","BAN","2024","F",8080.91175342678
"1358","BLA","2024","F",14005.5542559519
"1359","BLC","2024","F",3173.04694850335
"1360","CHI","2024","F",4139.06795016848
"1361","IND","2024","F",15010.1159396839
"1362","MIX","2024","F",22512.4848136266
"1363","OAS","2024","F",8752.50295872223
"1364","OBL","2024","F",2501.5726934761
"1365","OTH","2024","F",3159.08490301958
"1366","PAK","2024","F",21144.6488756773
"1367","WBI","2024","F",234291.857994434
"1368","WHO","2024","F",19112.6573269022
"1369","BAN","2025","F",8226.70406210841
"1370","BLA","2025","F",14328.3000735389
"1371","BLC","2025","F",3186.73466599958
"1372","CHI","2025","F",4145.19616497128
"1373","IND","2025","F",15100.2784231094
"1374","MIX","2025","F",22809.0259197626
"1375","OAS","2025","F",8911.18091867823
"1376","OBL","2025","F",2567.45023732646
"1377","OTH","2025","F",3218.1645140814
"1378","PAK","2025","F",21608.2587305605
"1379","WBI","2025","F",233111.822833017
"1380","WHO","2025","F",19316.4567562687
"1381","BAN","2026","F",8370.33432648846
"1382","BLA","2026","F",14649.3645214198
"1383","BLC","2026","F",3200.90790688159
"1384","CHI","2026","F",4136.58422147766
"1385","IND","2026","F",15200.6838220487
"1386","MIX","2026","F",23115.2470425368
"1387","OAS","2026","F",9068.03833269857
"1388","OBL","2026","F",2633.25757335151
"1389","OTH","2026","F",3276.73744820939
"1390","PAK","2026","F",22081.4245734414
"1391","WBI","2026","F",232136.32635737
"1392","WHO","2026","F",19510.4478877525
"1393","BAN","2027","F",8517.21697613107
"1394","BLA","2027","F",14973.5561216961
