"","ETH.group","year","sex","births"
"93","OTH","2018","person",5587.03306251485
"94","PAK","2018","person",37216.3119679812
"95","WBI","2018","person",485472.362061351
"96","WHO","2018","person",35079.9482030497
"97","BAN","2019","person",14716.8593343431
"98","BLA","2019","person",25008.8276713736
"99","BLC","2019","person",6265.7823265271
"100","CHI","2019","person",7637.52905191263
"101","IND","2019","person",29352.1175056485
"102","MIX","2019","person",42285.9301309938
"103","OAS","2019","person",15939.9272093116
"104","OBL","2019","person",4406.8412640625
"105","OTH","2019","person",5746.37802301915
"106","PAK","2019","person",38206.378272372
"107","WBI","2019","person",485591.204410407
"108","WHO","2019","person",35917.3605852484
"109","BAN","2020","person",15109.2380284647
"110","BLA","2020","person",25753.1771598384
"111","BLC","2020","person",6319.86672575374
"112","CHI","2020","person",7911.4188137551
"113","IND","2020","person",29689.9859816914
"114","MIX","2020","person",43147.0860029189
"115","OAS","2020","person",16368.7603769948
"116","OBL","2020","person",4547.44240427028
"117","OTH","2020","person",5903.15234301029
"118","PAK","2020","person",39232.2283812652
"119","WBI","2020","person",485361.388087623
"120","WHO","2020","person",36703.0273044986
"121","BAN","2021","person",15507.6524502579
"122","BLA","2021","person",26526.4963752128
"123","BLC","2021","person",6376.0601478497
"124","CHI","2021","person",8138.66097093493
"125","IND","2021","person",30021.9738665934
"126","MIX","2021","person",43995.7709309697
"127","OAS","2021","person",16800.1812914263
"128","OBL","2021","person",4695.13035372322
"129","OTH","2021","person",6059.43753427422
"130","PAK","2021","person",40298.0211642003
"131","WBI","2021","person",485011.036999487
"132","WHO","2021","person",37450.3198250646
"133","BAN","2022","person",15889.0993629125
"134","BLA","2022","person",27286.9085240357
"135","BLC","2022","person",6426.5640853684
"136","CHI","2022","person",8310.07631482088
"137","IND","2022","person",30314.2592682867
"138","MIX","2022","person",44783.2629014282
"139","OAS","2022","person",17210.266447977
"140","OBL","2022","person",4842.95460977119
"141","OTH","2022","person",6208.04068951696
"142","PAK","2022","person",41346.8787458577
"143","WBI","2022","person",484062.273825101
"144","WHO","2022","person",38116.3834569998
"145","BAN","2023","person",16241.2078958308
"146","BLA","2023","person",28012.6616877281
"147","BLC","2023","person",6469.03498304687
"148","CHI","2023","person",8423.96261170745
"149","IND","2023","person",30558.7829561921
"150","MIX","2023","person",45494.5987477816
"151","OAS","2023","person",17590.1873537308
"152","OBL","2023","person",4987.29054925803
"153","OTH","2023","person",6346.29426297633
"154","PAK","2023","person",42360.2858240602
"155","WBI","2023","person",482403.440506324
"156","WHO","2023","person",38688.2126933501
"157","BAN","2024","person",16565.8690945249
"158","BLA","2024","person",28711.3862247014
"159","BLC","2024","person",6504.74624443188
"160","CHI","2024","person",8485.08929784539
"161","IND","2024","person",30770.737676352
"162","MIX","2024","person",46150.5938679345
"163","OAS","2024","person",17942.6310653806
"164","OBL","2024","person",5128.224021626
"165","OTH","2024","person",6476.12405119013
"166","PAK","2024","person",43346.5301951384
"167","WBI","2024","person",480298.30888859
"168","WHO","2024","person",39180.9475201496
"169","BAN","2025","person",16864.7433273222
"170","BLA","2025","person",29373.0151507547
"171","BLC","2025","person",6532.80606529914
"172","CHI","2025","person",8497.65213819113
"173","IND","2025","person",30955.5707673743
"174","MIX","2025","person",46758.5031355134
"175","OAS","2025","person",18267.9208832904
"176","OBL","2025","person",5263.27298651924
"177","OTH","2025","person",6597.23725386686
"178","PAK","2025","person",44296.930397649
"179","WBI","2025","person",477879.236807685
"180","WHO","2025","person",39598.7363503509
"181","BAN","2026","person",17159.1853693013
"182","BLA","2026","person",30031.1972689105
"183","BLC","2026","person",6561.86120910727
"184","CHI","2026","person",8479.9976540292
"185","IND","2026","person",31161.4018351998
"186","MIX","2026","person",47386.2564372004
"187","OAS","2026","person",18589.4785820321
"188","OBL","2026","person",5398.17802537059
"189","OTH","2026","person",6717.31176882925
"190","PAK","2026","person",45266.920375555
"191","WBI","2026","person",475879.469032609
"192","WHO","2026","person",39996.4181698926
"193","BAN","2027","person",17460.2948010687
"194","BLA","2027","person",30695.7900494771
"195","BLC","2027","person",6595.29787135332
"196","CHI","2027","person",8444.09817125569
"197","IND","2027","person",31411.6116879521
"198","MIX","2027","person",48062.2604441876
"199","OAS","2027","person",18917.1232689284
"200","OBL","2027","person",5534.37305904672
"201","OTH","2027","person",6838.67059603696
"202","PAK","2027","person",46281.2038555498
"203","WBI","2027","person",474588.007944087
"204","WHO","2027","person",40395.5093670527
"205","BAN","2028","person",17752.7521763236
"206","BLA","2028","person",31327.0104326278
"207","BLC","2028","person",6625.33672424136
"208","CHI","2028","person",8387.89278597885
"209","IND","2028","person",31679.5752784176
"210","MIX","2028","person",48733.2677356019
"211","OAS","2028","person",19230.6003159838
"212","OBL","2028","person",5662.87636854328
"213","OTH","2028","person",6952.035766808
"214","PAK","2028","person",47290.8101705504
"215","WBI","2028","person",473497.963424531
"216","WHO","2028","person",40755.674851352
"217","BAN","2029","person",18039.6087054456
"218","BLA","2029","person",31926.9890168748
"219","BLC","2029","person",6652.93495825495
"220","CHI","2029","person",8317.67207034891
"221","IND","2029","person",31980.0082751472
"222","MIX","2029","person",49404.1844105434
"223","OAS","2029","person",19533.6696157671
"224","OBL","2029","person",5781.81049913619
"225","OTH","2029","person",7055.89758187723
"226","PAK","2029","person",48313.1324902136
"227","WBI","2029","person",472723.949691832
"228","WHO","2029","person",41087.1567413519
"229","BAN","2030","person",18322.2890857199
"230","BLA","2030","person",32495.1911090637
"231","BLC","2030","person",6679.36160560018
"232","CHI","2030","person",8236.63739275912
"233","IND","2030","person",32316.9221175775
"234","MIX","2030","person",50068.1931258849
"235","OAS","2030","person",19825.870176872
"236","OBL","2030","person",5888.95550649032
"237","OTH","2030","person",7147.34865910526
"238","PAK","2030","person",49358.7068567504
"239","WBI","2030","person",472278.28294518
"240","WHO","2030","person",41389.1167057744
"241","BAN","2031","person",18596.5811604691
"242","BLA","2031","person",33022.3314910743
"243","BLC","2031","person",6702.89727889476
"244","CHI","2031","person",8146.79735625856
"245","IND","2031","person",32682.5971275771
"246","MIX","2031","person",50702.2665201544
"247","OAS","2031","person",20099.8752209903
"248","OBL","2031","person",5980.44909888188
"249","OTH","2031","person",7221.86092396468
"250","PAK","2031","person",50417.1069903081
"251","WBI","2031","person",472017.578020054
"252","WHO","2031","person",41649.5994717545
"253","BAN","2032","person",18867.9168037074
"254","BLA","2032","person",33509.0068510585
"255","BLC","2032","person",6723.89845657905
"256","CHI","2032","person",8053.72740806568
"257","IND","2032","person",33083.0560849896
"258","MIX","2032","person",51306.7418228343
"259","OAS","2032","person",20359.3583036275
"260","OBL","2032","person",6055.47591831957
"261","OTH","2032","person",7278.03837731249
"262","PAK","2032","person",51501.949970563
"263","WBI","2032","person",472005.959793085
"264","WHO","2032","person",41877.3233348905
"265","BAN","2033","person",19128.8282255859
"266","BLA","2033","person",33945.4177590267
"267","BLC","2033","person",6741.208829943
"268","CHI","2033","person",7959.49958678626
"269","IND","2033","person",33504.4905477954
"270","MIX","2033","person",51857.826690628
"271","OAS","2033","person",20597.8765581748
"272","OBL","2033","person",6111.7346612394
"273","OTH","2033","person",7311.52084311721
"274","PAK","2033","person",52598.3049837361
"275","WBI","2033","person",472054.044989632
"276","WHO","2033","person",42064.1764915768
"277","BAN","2034","person",19376.8578352221
"278","BLA","2034","person",34333.7233802982
"279","BLC","2034","person",6754.17196630405
"280","CHI","2034","person",7866.23966824789
"281","IND","2034","person",33941.0752697462
"282","MIX","2034","person",52346.2467465013
"283","OAS","2034","person",20813.024510221
"284","OBL","2034","person",6149.2841008748
"285","OTH","2034","person",7321.22900869764
"286","PAK","2034","person",53698.8671371325
"287","WBI","2034","person",472078.129028043
"288","WHO","2034","person",42213.1323465928
"289","BAN","2035","person",19616.6250509237
"290","BLA","2035","person",34679.9954923137
"291","BLC","2035","person",6764.11799992182
"292","CHI","2035","person",7775.95216700506
"293","IND","2035","person",34393.666099875
"294","MIX","2035","person",52782.4550222793
"295","OAS","2035","person",21010.4806469248
"296","OBL","2035","person",6170.50381290871
"297","OTH","2035","person",7310.17679390073
"298","PAK","2035","person",54812.7320355188
"299","WBI","2035","person",472141.916814478
"300","WHO","2035","person",42337.9763085994
"301","BAN","2036","person",19846.0455462484
"302","BLA","2036","person",34986.6264254246
"303","BLC","2036","person",6771.83695455175
"304","CHI","2036","person",7687.62454094744
"305","IND","2036","person",34856.2364224105
"306","MIX","2036","person",53168.7773526085
"307","OAS","2036","person",21192.0161042486
"308","OBL","2036","person",6177.14222463891
"309","OTH","2036","person",7281.16672473557
"310","PAK","2036","person",55941.9067347869
"311","WBI","2036","person",472216.790210799
"312","WHO","2036","person",42443.7534862308
"313","BAN","2037","person",20063.6963706649
"314","BLA","2037","person",35257.3490205399
"315","BLC","2037","person",6778.15529982361
"316","CHI","2037","person",7599.12897774933
"317","IND","2037","person",35322.4061744795
"318","MIX","2037","person",53509.0084098457
"319","OAS","2037","person",21359.2450553809
"320","OBL","2037","person",6172.11727313526
"321","OTH","2037","person",7236.70168811446
"322","PAK","2037","person",57089.1059580923
"323","WBI","2037","person",472259.55325197
"324","WHO","2037","person",42529.9349246059
"325","BAN","2038","person",20271.6365517719
"326","BLA","2038","person",35496.3216598916
"327","BLC","2038","person",6783.44445131292
"328","CHI","2038","person",7511.71769692139
"329","IND","2038","person",35781.8153259044
"330","MIX","2038","person",53810.0480933064
"331","OAS","2038","person",21514.9167326283
"332","OBL","2038","person",6158.70119447341
"333","OTH","2038","person",7180.03513611657
"334","PAK","2038","person",58258.171554187
"335","WBI","2038","person",472253.903735532
"336","WHO","2038","person",42593.213784296
"337","BAN","2039","person",20470.3642928468
"338","BLA","2039","person",35704.5119161564
"339","BLC","2039","person",6787.79238729342
"340","CHI","2039","person",7428.47028972989
"341","IND","2039","person",36224.3205427465
"342","MIX","2039","person",54075.6841906756
"343","OAS","2039","person",21659.6480616915
"344","OBL","2039","person",6138.96221724228
"345","OTH","2039","person",7113.41517338511
"346","PAK","2039","person",59444.784820043
"347","WBI","2039","person",472190.056868435
"348","WHO","2039","person",42628.9445332204
"349","BAN","2040","person",20657.182984289
"350","BLA","2040","person",35885.1632772881
"351","BLC","2040","person",6791.74647400159
"352","CHI","2040","person",7350.27472492378
"353","IND","2040","person",36642.7274354759
"354","MIX","2040","person",54309.890811998
"355","OAS","2040","person",21794.9766710972
"356","OBL","2040","person",6115.16126917009
"357","OTH","2040","person",7038.88375245041
"358","PAK","2040","person",60641.2010848712
"359","WBI","2040","person",472033.971378414
"360","WHO","2040","person",42634.8095864062
"361","BAN","2041","person",20832.7753240889
"362","BLA","2041","person",36041.0786398576
"363","BLC","2041","person",6795.61836895158
"364","CHI","2041","person",7277.68659703365
"365","IND","2041","person",37031.9285325889
"366","MIX","2041","person",54519.9722164293
"367","OAS","2041","person",21924.0315243756
"368","OBL","2041","person",6089.64252031019
"369","OTH","2041","person",6959.25126965264
"370","PAK","2041","person",61844.5721444402
"371","WBI","2041","person",471794.537232261
"372","WHO","2041","person",42617.7800757193
"373","BAN","2042","person",20996.8290626024
"374","BLA","2042","person",36167.0777101446
"375","BLC","2042","person",6799.6730260213
"376","CHI","2042","person",7208.0913244153
"377","IND","2042","person",37389.1214151869
"378","MIX","2042","person",54711.3738892361
"379","OAS","2042","person",22047.7880724056
"380","OBL","2042","person",6063.93527120174
"381","OTH","2042","person",6877.08392562924
"382","PAK","2042","person",63050.7425817879
"383","WBI","2042","person",471513.217602392
"384","WHO","2042","person",42579.9073087403
"385","BAN","2043","person",21148.7507339207
"386","BLA","2043","person",36265.5520031697
"387","BLC","2043","person",6803.71848458326
"388","CHI","2043","person",7137.63217767246
"389","IND","2043","person",37713.2861036809
"390","MIX","2043","person",54889.7227204622
"391","OAS","2043","person",22167.3592305461
"392","OBL","2043","person",6040.23516546464
"393","OTH","2043","person",6795.68610478432
"394","PAK","2043","person",64263.6588879234
"395","WBI","2043","person",471176.919221612
"396","WHO","2043","person",42519.9375754689
"397","BAN","2044","person",21289.3888122556
"398","BLA","2044","person",36339.996309213
"399","BLC","2044","person",6808.26414195284
"400","CHI","2044","person",7063.842362345
"401","IND","2044","person",38003.5341821643
"402","MIX","2044","person",55056.0520571509
"403","OAS","2044","person",22283.4853144742
"404","OBL","2044","person",6019.45493465613
"405","OTH","2044","person",6715.64463822528
"406","PAK","2044","person",65487.9723531619
"407","WBI","2044","person",470765.663493094
"408","WHO","2044","person",42437.3703241608
"409","BAN","2045","person",21419.9888904238
"410","BLA","2045","person",36385.1955245438
"411","BLC","2045","person",6813.19103210981
"412","CHI","2045","person",6983.46339387109
"413","IND","2045","person",38258.6070513702
"414","MIX","2045","person",55208.4414737091
"415","OAS","2045","person",22396.3040761831
"416","OBL","2045","person",6001.15546275445
"417","OTH","2045","person",6636.5194014365
"418","PAK","2045","person",66721.001228584
"419","WBI","2045","person",470266.702502328
"420","WHO","2045","person",42331.3273091777
"421","BAN","2046","person",21542.4412936717
"422","BLA","2046","person",36397.8799033522
"423","BLC","2046","person",6817.5758105499
"424","CHI","2046","person",6893.76511064532
"425","IND","2046","person",38477.9190255664
"426","MIX","2046","person",55345.7366472227
"427","OAS","2046","person",22505.086515685
"428","OBL","2046","person",5985.16305577213
"429","OTH","2046","person",6558.64582788467
"430","PAK","2046","person",67960.3607287308
"431","WBI","2046","person",469663.537038631
"432","WHO","2046","person",42203.4957412423
"433","BAN","2047","person",21657.8139626236
"434","BLA","2047","person",36374.4010716271
"435","BLC","2047","person",6821.03446785824
"436","CHI","2047","person",6793.40476455461
"437","IND","2047","person",38663.5929563932
"438","MIX","2047","person",55468.8682979117
"439","OAS","2047","person",22609.7463536787
"440","OBL","2047","person",5971.04284770615
"441","OTH","2047","person",6482.34163105429
"442","PAK","2047","person",69204.9773716156
"443","WBI","2047","person",468985.678816817
"444","WHO","2047","person",42056.6681941541
"445","BAN","2048","person",21766.4960334668
"446","BLA","2048","person",36311.2009396198
"447","BLC","2048","person",6823.52166909137
"448","CHI","2048","person",6681.8852532448
"449","IND","2048","person",38817.4373082175
"450","MIX","2048","person",55581.4957884408
"451","OAS","2048","person",22710.5812756914
"452","OBL","2048","person",5959.18804188058
"453","OTH","2048","person",6408.68307672603
"454","PAK","2048","person",70453.2678319094
"455","WBI","2048","person",468259.703839979
"456","WHO","2048","person",41894.4899177588
"457","BAN","2049","person",21869.7251847861
"458","BLA","2049","person",36207.0623987311
"459","BLC","2049","person",6824.43903269128
"460","CHI","2049","person",6557.85459511117
"461","IND","2049","person",38942.1958217088
"462","MIX","2049","person",55682.1480423233
"463","OAS","2049","person",22806.225114612
"464","OBL","2049","person",5948.99493636372
"465","OTH","2049","person",6336.90988831557
"466","PAK","2049","person",71704.0119227427
"467","WBI","2049","person",467498.566248894
"468","WHO","2049","person",41717.1686624685
"469","BAN","2050","person",21967.4616769524
"470","BLA","2050","person",36060.2118935685
"471","BLC","2050","person",6823.01293703292
"472","CHI","2050","person",6420.53393790506
"473","IND","2050","person",39042.6982717491
"474","MIX","2050","person",55767.498011101
"475","OAS","2050","person",22895.877937608
"476","OBL","2050","person",5939.14837311883
"477","OTH","2050","person",6265.42022881112
"478","PAK","2050","person",72958.0550472233
"479","WBI","2050","person",466709.709889672
"480","WHO","2050","person",41522.526850728
"481","BAN","2051","person",22059.2135065303
"482","BLA","2051","person",35868.3067726701
"483","BLC","2051","person",6818.802524453
"484","CHI","2051","person",6270.93638400335
"485","IND","2051","person",39122.8619821237
"486","MIX","2051","person",55835.5194316654
"487","OAS","2051","person",22979.2214093518
"488","OBL","2051","person",5928.69650454668
"489","OTH","2051","person",6193.30933669985
"490","PAK","2051","person",74215.2471398629
"491","WBI","2051","person",465895.789643119
"492","WHO","2051","person",41309.7951947978
"493","BAN","2052","person",22147.2722721959
"494","BLA","2052","person",35623.9071151406
"495","BLC","2052","person",6810.97350420432
"496","CHI","2052","person",6110.46935930969
"497","IND","2052","person",39184.5852646412
"498","MIX","2052","person",55882.5469466186
"499","OAS","2052","person",23054.3073780769
"500","OBL","2052","person",5916.27371804865
"501","OTH","2052","person",6119.76742255306
"502","PAK","2052","person",75478.6205521643
"503","WBI","2052","person",465046.107172871
"504","WHO","2052","person",41078.3244354753
"505","BAN","2053","person",22232.6937675515
"506","BLA","2053","person",35321.5215818448
"507","BLC","2053","person",6798.91340654923
"508","CHI","2053","person",5940.2787524786
"509","IND","2053","person",39230.3220801309
"510","MIX","2053","person",55907.2706782986
"511","OAS","2053","person",23119.8587310552
"512","OBL","2053","person",5901.27864475947
"513","OTH","2053","person",6045.27271001016
"514","PAK","2053","person",76751.8861548915
"515","WBI","2053","person",464145.690983715
"516","WHO","2053","person",40827.6752225633
"517","BAN","2054","person",22315.728676317
"518","BLA","2054","person",34964.4124017977
"519","BLC","2054","person",6782.15395949153
"520","CHI","2054","person",5761.89996992007
"521","IND","2054","person",39262.5992539394
"522","MIX","2054","person",55909.4124959404
"523","OAS","2054","person",23175.5969140972
"524","OBL","2054","person",5883.16292289625
"525","OTH","2054","person",5969.90560607001
"526","PAK","2054","person",78033.3606863742
"527","WBI","2054","person",463207.042533452
"528","WHO","2054","person",40557.6340211361
"529","BAN","2055","person",22397.2951500346
"530","BLA","2055","person",34554.3666981575
"531","BLC","2055","person",6760.33688094736
"532","CHI","2055","person",5577.00957297613
"533","IND","2055","person",39284.0621558323
"534","MIX","2055","person",55886.9937491655
"535","OAS","2055","person",23220.822310214
"536","OBL","2055","person",5860.94678963955
"537","OTH","2055","person",5892.63947249849
"538","PAK","2055","person",79322.2807485877
"539","WBI","2055","person",462237.69393113
"540","WHO","2055","person",40266.6734437114
"541","BAN","2056","person",22477.600989911
"542","BLA","2056","person",34094.5620182284
"543","BLC","2056","person",6733.27581944427
"544","CHI","2056","person",5387.13567509527
"545","IND","2056","person",39298.2939802689
"546","MIX","2056","person",55839.057996275
"547","OAS","2056","person",23255.4054084367
"548","OBL","2056","person",5834.16719130507
"549","OTH","2056","person",5812.98664205472
"550","PAK","2056","person",80623.2041393105
"551","WBI","2056","person",461245.896150066
"552","WHO","2056","person",39953.0291173627
"553","BAN","2057","person",22558.0138877315
"554","BLA","2057","person",33588.1965545742
"555","BLC","2057","person",6701.52049610931
"556","CHI","2057","person",5194.60642926033
"557","IND","2057","person",39308.5586743352
"558","MIX","2057","person",55763.4751550074
"559","OAS","2057","person",23277.8991796129
"560","OBL","2057","person",5802.15817050174
"561","OTH","2057","person",5730.02137315084
"562","PAK","2057","person",81939.5883152944
"563","WBI","2057","person",460238.884652506
"564","WHO","2057","person",39614.0557440628
"565","BAN","2058","person",22639.5144998005
"566","BLA","2058","person",33037.1680210149
"567","BLC","2058","person",6665.88918251202
"568","CHI","2058","person",5001.75673411298
"569","IND","2058","person",39316.9528002537
"570","MIX","2058","person",55661.1398455384
"571","OAS","2058","person",23287.9957929284
"572","OBL","2058","person",5764.71609713704
"573","OTH","2058","person",5643.51113258997
"574","PAK","2058","person",83269.6821500128
"575","WBI","2058","person",459234.963692997
"576","WHO","2058","person",39250.0592054471
"577","BAN","2059","person",22721.7211512669
"578","BLA","2059","person",32447.287465055
"579","BLC","2059","person",6626.08414581114
"580","CHI","2059","person",4810.4186114445
"581","IND","2059","person",39322.7208171617
"582","MIX","2059","person",55533.4888929151
"583","OAS","2059","person",23285.8650869924
"584","OBL","2059","person",5722.07878100379
"585","OTH","2059","person",5553.84527669734
"586","PAK","2059","person",84613.3670665943
"587","WBI","2059","person",458237.170344846
"588","WHO","2059","person",38862.8288414031
"589","BAN","2060","person",22803.6534665364
"590","BLA","2060","person",31825.3487626256
"591","BLC","2060","person",6582.16163783256
"592","CHI","2060","person",4621.77570985472
"593","IND","2060","person",39325.621535392
"594","MIX","2060","person",55380.2647522382
"595","OAS","2060","person",23270.5166924294
"596","OBL","2060","person",5674.39960443599
"597","OTH","2060","person",5461.09088277925
"598","PAK","2060","person",85971.4040019932
"599","WBI","2060","person",457232.845382454
"600","WHO","2060","person",38453.0753558852
"601","BAN","2011","M",6643.8425016892
"602","BLA","2011","M",10871.974882188
"603","BLC","2011","M",3318.7190780141
"604","CHI","2011","M",2274.51372922251
"605","IND","2011","M",13754.1643828281
"606","MIX","2011","M",18893.546939108
"607","OAS","2011","M",7023.14822658827
"608","OBL","2011","M",1963.48457524339
"609","OTH","2011","M",2409.59541318915
"610","PAK","2011","M",17091.7967762783
"611","WBI","2011","M",258925.437454156
"612","WHO","2011","M",15259.0543596745
"613","BAN","2012","M",6568.06403338095
"614","BLA","2012","M",10796.2737048435
"615","BLC","2012","M",3211.88929350939
"616","CHI","2012","M",2452.42901156406
"617","IND","2012","M",13731.1048139822
"618","MIX","2012","M",18865.9220542481
"619","OAS","2012","M",6977.81914568698
"620","OBL","2012","M",1937.55282469973
"621","OTH","2012","M",2427.29589219328
"622","PAK","2012","M",16996.9475030117
"623","WBI","2012","M",253222.863897537
"624","WHO","2012","M",15379.9446298823
"625","BAN","2013","M",6466.92867339441
"626","BLA","2013","M",10685.4492956269
"627","BLC","2013","M",3094.72234272328
"628","CHI","2013","M",2638.81502289399
"629","IND","2013","M",13646.7738766671
"630","MIX","2013","M",18770.1077102705
"631","OAS","2013","M",6918.32862834454
"632","OBL","2013","M",1906.78472539127
"633","OTH","2013","M",2438.20080652754
"634","PAK","2013","M",16848.6728592812
"635","WBI","2013","M",246406.740790478
"636","WHO","2013","M",15444.0860339586
"637","BAN","2014","M",6567.24286383735
"638","BLA","2014","M",10923.7454249295
"639","BLC","2014","M",3076.25118982274
"640","CHI","2014","M",2881.38904152608
"641","IND","2014","M",13881.6351596516
"642","MIX","2014","M",19162.4359239199
"643","OAS","2014","M",7066.05911797082
"644","OBL","2014","M",1937.79067084579
"645","OTH","2014","M",2513.02521495746
"646","PAK","2014","M",17158.2640141133
"647","WBI","2014","M",245665.183085243
"648","WHO","2014","M",15912.7909176244
"649","BAN","2015","M",6741.13981990569
"650","BLA","2015","M",11284.1393054954
"651","BLC","2015","M",3095.12196567117
"652","CHI","2015","M",3112.7478672236
"653","IND","2015","M",14135.2701601977
"654","MIX","2015","M",19657.0867458058
"655","OAS","2015","M",7269.25982135682
"656","OBL","2015","M",1991.99547068396
"657","OTH","2015","M",2598.02136071863
"658","PAK","2015","M",17580.7308910081
"659","WBI","2015","M",246238.356879178
"660","WHO","2015","M",16441.0529191061
"661","BAN","2016","M",6941.38870290343
"662","BLA","2016","M",11676.9607248105
"663","BLC","2016","M",3125.65774021941
"664","CHI","2016","M",3342.95814212965
"665","IND","2016","M",14406.1611332991
"666","MIX","2016","M",20204.0379588759
"667","OAS","2016","M",7497.67244535685
"668","OBL","2016","M",2055.88091996888
"669","OTH","2016","M",2689.56905675922
"670","PAK","2016","M",18072.0672327679
"671","WBI","2016","M",247476.05708782
"672","WHO","2016","M",16994.7234179852
"673","BAN","2017","M",7142.79419449175
"674","BLA","2017","M",12063.2714673666
"675","BLC","2017","M",3155.30204004326
"676","CHI","2017","M",3556.37067405445
"677","IND","2017","M",14646.4925377724
"678","MIX","2017","M",20724.0572443424
"679","OAS","2017","M",7725.06435343175
"680","OBL","2017","M",2121.83533134514
"681","OTH","2017","M",2777.989290813
"682","PAK","2017","M",18569.5875118633
"683","WBI","2017","M",248334.385482061
"684","WHO","2017","M",17506.8390570614
"685","BAN","2018","M",7339.57446253332
"686","BLA","2018","M",12435.7939622174
"687","BLC","2018","M",3182.09865062381
"688","CHI","2018","M",3746.28921874006
"689","IND","2018","M",14849.6511554167
"690","MIX","2018","M",21202.1054960128
"691","OAS","2018","M",7945.17134088193
"692","OBL","2018","M",2188.18820492119
"693","OTH","2018","M",2861.65108080029
"694","PAK","2018","M",19062.0134470148
"695","WBI","2018","M",248656.57568996
"696","WHO","2018","M",17967.7783479035
"697","BAN","2019","M",7537.90356149282
"698","BLA","2019","M",12809.3995389962
"699","BLC","2019","M",3209.30314285534
"700","CHI","2019","M",3911.90512415037
"701","IND","2019","M",15034.0114053321
"702","MIX","2019","M",21658.6471402651
"703","OAS","2019","M",8164.35296086692
"704","OBL","2019","M",2257.16259866616
"705","OTH","2019","M",2943.2667922781
"706","PAK","2019","M",19569.120578532
"707","WBI","2019","M",248717.446161428
