"","year","ETH.group","sex","births","births_per_capita","births_per_capita_F","births_per_capita_15_45"
"59",2012,"OBL","person",3782.84122917566,0.0134079098522807,0.02704959880484,0.0597162215126182
"60",2012,"OBL","F",1845.28840447593,0.00654044383038081,0.0131949262462634,0.0291298641524966
"61",2012,"OTH","person",4739.00626571068,0.00838374008717736,0.0187384890926969,0.033880516755937
"62",2012,"OTH","M",2427.29589219328,0.00429411077635914,0.00959776270601548,0.0173534354115775
"63",2012,"OTH","F",2311.71037351741,0.00408962931081823,0.00914072638668141,0.0165270813443595
"64",2012,"PAK","F",16187.5690504874,0.0140299259616246,0.0287527821227844,0.0553996472312271
"65",2012,"PAK","person",33184.5165534991,0.0287613482213303,0.0589432033517078,0.113569276824015
"66",2012,"PAK","M",16996.9475030117,0.0147314222597057,0.0301904212289235,0.0581696295927882
"67",2012,"WBI","M",253222.863897537,0.00589596343529536,0.0115978424024979,0.0309578163337619
"68",2012,"WBI","F",241164.632283368,0.00561520327170985,0.0110455641928551,0.0294836346035827
"69",2012,"WBI","person",494387.496180905,0.0115111667070052,0.0226434065953531,0.0604414509373446
"70",2012,"WHO","F",14647.5663141736,0.00573705765523189,0.0109613705763636,0.0171101083899196
"71",2012,"WHO","person",30027.5109440559,0.0117609681932254,0.0224708096815454,0.0350757221993353
"72",2012,"WHO","M",15379.9446298823,0.00602391053799349,0.0115094391051818,0.0179656138094156
"73",2013,"BAN","M",6466.92867339441,0.0139933873364264,0.0288332265778919,0.0541232590981603
"74",2013,"BAN","F",6158.97968894706,0.0133270355585013,0.0274602157884685,0.051545961045867
"75",2013,"BAN","person",12625.9083623415,0.0273204228949278,0.0562934423663605,0.105669220144028
"76",2013,"BLA","M",10685.4492956269,0.0101738387404974,0.0198159597497473,0.0360566825256302
"77",2013,"BLA","person",20862.0676724144,0.0198632089695426,0.0386883023685542,0.0703963801690875
"78",2013,"BLA","F",10176.6183767875,0.00968937022904514,0.0188723426188069,0.0343396976434573
"79",2013,"BLC","M",3094.72234272328,0.00523357942059262,0.0097496585697201,0.0234802290297609
"80",2013,"BLC","person",6042.07695484069,0.010217940773538,0.0190350476837392,0.0458423519152475
"81",2013,"BLC","F",2947.35461211741,0.00498436135294536,0.00928538911401915,0.0223621228854866
"82",2013,"CHI","M",2638.81502289399,0.00618580736994976,0.0117009890705294,0.0173000992940083
"83",2013,"CHI","person",5151.97218755494,0.0120770524841877,0.0228447881853193,0.033776384335921
"84",2013,"CHI","F",2513.15716466095,0.00589124511423789,0.0111437991147899,0.0164762850419127
"85",2013,"IND","M",13646.7738766671,0.00913731542241318,0.0186135966772553,0.0358066253061567
"86",2013,"IND","F",12996.9275015877,0.00870220516420302,0.0177272349307193,0.0341015479106253
"87",2013,"IND","person",26643.7013782547,0.0178395205866161,0.0363408316079744,0.0699081732167817
"88",2013,"MIX","person",36646.400767671,0.0287497272452993,0.0574899632741942,0.125269719120976
"89",2013,"MIX","F",17876.2930574005,0.0140242571928289,0.0280438845239972,0.0611071800590125
"90",2013,"MIX","M",18770.1077102705,0.0147254700524704,0.029446078750197,0.0641625390619631
"91",2013,"OAS","person",13507.2130362917,0.0153472313823128,0.0300273435205266,0.053151504429599
"92",2013,"OAS","M",6918.32862834454,0.00786077704947732,0.0153798588763673,0.0272239412932093
"93",2013,"OAS","F",6588.88440794718,0.00748645433283554,0.0146474846441593,0.0259275631363898
"94",2013,"OBL","F",1815.98545275359,0.00634831403380434,0.0128060601086661,0.0283631403542423
"95",2013,"OBL","M",1906.78472539127,0.00666572973549456,0.0134463631140994,0.0297812973719544
"96",2013,"OBL","person",3722.77017814486,0.0130140437692989,0.0262524232227655,0.0581444377261967
"97",2013,"OTH","person",4760.29681274424,0.00818471737349971,0.0182519983555207,0.0328736621115922
"98",2013,"OTH","F",2322.0960062167,0.00399254506024376,0.0089034138319613,0.016035932737362
"99",2013,"OTH","M",2438.20080652754,0.00419217231325596,0.00934858452355938,0.0168377293742302
"100",2013,"PAK","person",32895.0279633585,0.0275510346800748,0.0564216272902278,0.109491457153255
"101",2013,"PAK","F",16046.3551040773,0.0134395291122316,0.0275227450196233,0.053410466904027
"102",2013,"PAK","M",16848.6728592812,0.0141115055678432,0.0288988822706045,0.0560809902492284
"103",2013,"WBI","F",234673.086467122,0.00546106636486237,0.010748505899673,0.0290486323928256
"104",2013,"WBI","M",246406.740790478,0.00573411968310549,0.0112859311946566,0.0305010640124669
"105",2013,"WBI","person",481079.8272576,0.0111951860479679,0.0220344370943296,0.0595496964052925
"106",2013,"WHO","F",14708.6533656749,0.00549823978380497,0.0105419763997479,0.0164387245641771
"107",2013,"WHO","M",15444.0860339586,0.00577315177299521,0.0110690752197353,0.0172606607923859
"108",2013,"WHO","person",30152.7393996335,0.0112713915568002,0.0216110516194832,0.033699385356563
"109",2014,"BAN","M",6567.24286383735,0.0138275811945159,0.028447261024172,0.0535987805831797
"110",2014,"BAN","person",12821.7598770158,0.0269967061416739,0.0555398905710025,0.104645238281446
"111",2014,"BAN","F",6254.51701317843,0.013169124947158,0.0270926295468305,0.0510464576982664
"112",2014,"BLA","person",21327.3124962909,0.0195884948192931,0.038235580421682,0.0706331533669608
"113",2014,"BLA","M",10923.7454249295,0.0100331314928087,0.0195840777769591,0.0361779566025897
"114",2014,"BLA","F",10403.5670713614,0.00955536332648443,0.0186515026447229,0.0344551967643711
"115",2014,"BLC","person",6006.01422774917,0.010162681486219,0.0189029264037369,0.047076178882306
"116",2014,"BLC","F",2929.76303792642,0.00495740560303364,0.00922093970913992,0.0229639896986858
"117",2014,"BLC","M",3076.25118982274,0.00520527588318532,0.00968198669459691,0.0241121891836201
"118",2014,"CHI","F",2744.18003954865,0.00601841281171817,0.011383852517574,0.0166009447111978
"119",2014,"CHI","person",5625.56908107473,0.0123377462640222,0.0233368976610268,0.0340319366579556
"120",2014,"CHI","M",2881.38904152608,0.00631933345230407,0.0119530451434527,0.0174309919467577
"121",2014,"IND","person",27102.2400736056,0.017522806233507,0.0357046600754491,0.0690541823060968
"122",2014,"IND","M",13881.6351596516,0.00897509587569867,0.0182877527215714,0.0353692153275129
"123",2014,"IND","F",13220.604913954,0.00854771035780832,0.0174169073538777,0.0336849669785839
"124",2014,"MIX","person",37412.3748990818,0.0284009043146489,0.0568226812704915,0.123454681235229
"125",2014,"MIX","F",18249.9389751618,0.0138540996656823,0.0277183811075568,0.0602217957245016
"126",2014,"MIX","M",19162.4359239199,0.0145468046489665,0.0291043001629346,0.0632328855107267
"127",2014,"OAS","person",13795.639230324,0.0150860759289376,0.0295657084057428,0.0527600099615568
"128",2014,"OAS","M",7066.05911797082,0.00772701450018753,0.0151434116224536,0.0270234197364071
"129",2014,"OAS","F",6729.58011235316,0.00735906142875002,0.0144222967832891,0.0257365902251496
"130",2014,"OBL","M",1937.79067084579,0.00667408430173706,0.0134625692184004,0.0299118460412433
"131",2014,"OBL","person",3783.30559546083,0.0130303550652962,0.0262840637121151,0.058399318461475
"132",2014,"OBL","F",1845.51492461504,0.00635627076355911,0.0128214944937147,0.0284874724202317
"133",2014,"OTH","M",2513.02521495746,0.00418109753494058,0.00930389727303678,0.0166589368487318
"134",2014,"OTH","person",4906.382562536,0.00816309518726495,0.0181647518187861,0.0325245909903812
"135",2014,"OTH","F",2393.35734757854,0.00398199765232437,0.00886085454574934,0.0158656541416494
"136",2014,"PAK","M",17158.2640141133,0.0138751423531042,0.0284030219793145,0.0554243326619969
"137",2014,"PAK","person",33499.4678370783,0.0270895636417749,0.0554535191024711,0.108209411387708
"138",2014,"PAK","F",16341.203822965,0.0132144212886707,0.0270504971231566,0.0527850787257112
"139",2014,"WBI","M",245665.183085243,0.00571328027663993,0.0112513471401842,0.0307621982199225
"140",2014,"WBI","F",233966.841033565,0.00544121931108565,0.0107155687049373,0.0292973316380215
"141",2014,"WBI","person",479632.024118808,0.0111544995877256,0.0219669158451215,0.060059529857944
"142",2014,"WHO","F",15155.0389691661,0.00536927202781615,0.0103399711623293,0.0160799940097481
"143",2014,"WHO","M",15912.7909176244,0.00563773562920696,0.0108569697204458,0.0168839937102355
"144",2014,"WHO","person",31067.8298867905,0.0110070076570231,0.021196940882775,0.0329639877199836
"145",2015,"BAN","M",6741.13981990569,0.0137227919857162,0.0282217981093731,0.0532703520846508
"146",2015,"BAN","person",13161.2729817206,0.0267921176863983,0.0550997010706807,0.104004020736699
"147",2015,"BAN","F",6420.13316181495,0.0130693257006821,0.0268779029613077,0.0507336686520485
"148",2015,"BLA","person",22030.9386440625,0.0193616829587979,0.0379438121032261,0.071063980261216
"149",2015,"BLA","F",10746.7993385671,0.0094447233945356,0.0185091766357201,0.0346653562249835
"150",2015,"BLA","M",11284.1393054954,0.00991695956426234,0.019434635467506,0.0363986240362325
"151",2015,"BLC","person",6042.85717107229,0.010134769686235,0.0188536890937403,0.0481310233408409
"152",2015,"BLC","M",3095.12196567117,0.00519097959538866,0.00965676758459866,0.024652475369699
"153",2015,"BLC","F",2947.73520540112,0.00494379009084635,0.0091969215091416,0.0234785479711419
"154",2015,"CHI","F",2964.52177830819,0.00618726177977981,0.0117155907651923,0.017074444253487
"155",2015,"CHI","person",6077.26964553179,0.0126838866485486,0.0240169610686442,0.0350026107196484
"156",2015,"CHI","M",3112.7478672236,0.0064966248687688,0.0123013703034519,0.0179281664661614
"157",2015,"IND","person",27597.4322175289,0.0172656120545303,0.0352246846597753,0.0685956892397031
"158",2015,"IND","F",13462.1620573312,0.00842224978269772,0.0171827730047685,0.0334613118242455
"159",2015,"IND","M",14135.2701601977,0.00884336227183257,0.0180419116550068,0.0351343774154576
"160",2015,"MIX","F",18721.0349960055,0.0137422269061121,0.0275231738656429,0.0596674035169891
"161",2015,"MIX","person",38378.1217418113,0.0281715651575299,0.056422506424568,0.122318177209828
"162",2015,"MIX","M",19657.0867458058,0.0144293382514178,0.0288993325589251,0.0626507736928386
"163",2015,"OAS","F",6923.1045917684,0.00725377635235674,0.0142693047670313,0.0256969501294681
"164",2015,"OAS","person",14192.3644131252,0.0148702415223313,0.0292520747724142,0.0526787477654094
"165",2015,"OAS","M",7269.25982135682,0.00761646516997458,0.0149827700053829,0.0269817976359415
"166",2015,"OBL","M",1991.99547068396,0.0067179226342252,0.0135628750028926,0.0300041108674833
"167",2015,"OBL","F",1897.13854350853,0.00639802155640494,0.0129170238122786,0.0285753436833174
"168",2015,"OBL","person",3889.1340141925,0.0131159441906302,0.0264798988151713,0.0585794545508008
"169",2015,"OTH","person",5072.3274185459,0.00816918914417308,0.0181736720666091,0.0324003848369087
"170",2015,"OTH","F",2474.30605782727,0.00398497031423077,0.0088652058861508,0.0158050657741018
"171",2015,"OTH","M",2598.02136071863,0.00418421882994231,0.00930846618045833,0.0165953190628069
"172",2015,"PAK","F",16743.5532295316,0.0130607871489083,0.026750191561253,0.0525275029607908
"173",2015,"PAK","M",17580.7308910081,0.0137138265063537,0.0280877011393155,0.0551538781088301
"174",2015,"PAK","person",34324.2841205397,0.026774613655262,0.0548378927005685,0.107681381069621
"175",2015,"WBI","M",246238.356879178,0.00572009920239865,0.011272140733647,0.0311975702935951
"176",2015,"WBI","F",234512.720837312,0.00544771352609394,0.0107353721272829,0.0297119717081857
"177",2015,"WBI","person",480751.07771649,0.0111678127284926,0.0220075128609299,0.0609095420017808
"178",2015,"WHO","M",16441.0529191061,0.00552143968675077,0.0107054062709237,0.0166400391195691
"179",2015,"WHO","person",32099.1985563501,0.0107799536741325,0.020901031290851,0.0324876954239208
"180",2015,"WHO","F",15658.1456372439,0.00525851398738168,0.0101956250199273,0.0158476563043516
"181",2016,"BAN","M",6941.38870290343,0.0136755540243845,0.0281139193641109,0.0532017981261211
"182",2016,"BAN","F",6610.84638371755,0.0130243371660804,0.0267751612991533,0.0506683791677343
"183",2016,"BAN","person",13552.235086621,0.026699891190465,0.0548890806632643,0.103870177293856
"184",2016,"BLA","person",22797.8757008204,0.019221141989564,0.0378018141902165,0.0717268043032687
"185",2016,"BLA","F",11120.91497601,0.00937616682417759,0.0184399093610813,0.0349886850259849
"186",2016,"BLA","M",11676.9607248105,0.00984497516538647,0.0193619048291354,0.0367381192772841
"187",2016,"BLC","M",3125.65774021941,0.00519884786586949,0.00967226439533763,0.0252149487920576
"188",2016,"BLC","F",2976.81689544706,0.00495128368178047,0.00921168037651203,0.0240142369448168
"189",2016,"BLC","person",6102.47463566647,0.01015013154765,0.0188839447718497,0.0492291857368744
"190",2016,"CHI","person",6526.72780130075,0.0130064801627608,0.0246388803752771,0.0358781386007881
"191",2016,"CHI","F",3183.7696591711,0.00634462446963942,0.0120189660367205,0.0175015310247747
"192",2016,"CHI","M",3342.95814212965,0.00666185569312138,0.0126199143385565,0.0183766075760134
"193",2016,"IND","F",13720.1534602849,0.0083204835415694,0.0169925466162035,0.0333625239624429
"194",2016,"IND","M",14406.1611332991,0.00873650771864785,0.0178421739470136,0.035030650160565
"195",2016,"IND","person",28126.314593584,0.0170569912602173,0.0348347205632171,0.0683931741230079
"196",2016,"MIX","F",19241.9409132151,0.0136657394991237,0.0273951604772584,0.0593251473650899
"197",2016,"MIX","M",20204.0379588759,0.0143490264740799,0.0287649185011214,0.0622914047333445
"198",2016,"MIX","person",39445.978872091,0.0280147659732035,0.0561600789783797,0.121616552098434
"199",2016,"OAS","person",14638.3128695062,0.0147368073804707,0.0290798561486806,0.0529906928431194
"200",2016,"OAS","M",7497.67244535685,0.00754812085341183,0.0148945604663974,0.0271415743830612
"201",2016,"OAS","F",7140.64042414938,0.00718868652705888,0.0141852956822832,0.0258491184600583
"202",2016,"OBL","M",2055.88091996888,0.00679192786859475,0.0137251138361991,0.0302709636066649
"203",2016,"OBL","person",4013.86274851067,0.0132604306005898,0.0267966508230553,0.0591004527558696
"204",2016,"OBL","F",1957.98182854179,0.006468502731995,0.0130715369868562,0.0288294891492047
"205",2016,"OTH","person",5251.06339652991,0.00820168276608821,0.0182390371964665,0.032439212234073
"206",2016,"OTH","F",2561.49433977069,0.00400082086150645,0.00889709131534953,0.0158240059678405
"207",2016,"OTH","M",2689.56905675922,0.00420086190458176,0.00934194588111699,0.0166152062662325
"208",2016,"PAK","person",35283.559835404,0.0265836038808876,0.0544716056220553,0.107778020637208
"209",2016,"PAK","F",17211.4926026361,0.0129676116492135,0.026571514937588,0.052574644213272
"210",2016,"PAK","M",18072.0672327679,0.0136159922316741,0.0279000906844674,0.0552033764239356
"211",2016,"WBI","F",235691.482940781,0.00546863931489051,0.0107834188639802,0.0301971437161335
"212",2016,"WBI","M",247476.05708782,0.00574207128063504,0.0113225898071792,0.0317070009019402
"213",2016,"WBI","person",483167.540028602,0.0112107105955256,0.0221060086711595,0.0619041446180738
"214",2016,"WHO","person",33180.1742922567,0.0105957136205199,0.0206666683630051,0.0321283398241481
"215",2016,"WHO","F",16185.4508742716,0.00516864079049755,0.0100813016404903,0.0156723608898284
"216",2016,"WHO","M",16994.7234179852,0.00542707283002243,0.0105853667225149,0.0164559789343198
"217",2017,"BAN","M",7142.79419449175,0.0136255915694327,0.0279996655944782,0.0531195468804302
"218",2017,"BAN","F",6802.66113761119,0.0129767538756502,0.0266663481852173,0.0505900446480288
"219",2017,"BAN","person",13945.4553321029,0.0266023454450829,0.0546660137796953,0.103709591528459
"220",2017,"BLA","M",12063.2714673666,0.00977086366580897,0.0192787005957115,0.0371094269651797
"221",2017,"BLA","F",11488.8299689206,0.00930558444362761,0.018360667234011,0.0353423113954093
"222",2017,"BLA","person",23552.1014362872,0.0190764481094366,0.0376393678297224,0.072451738360589
"223",2017,"BLC","F",3005.04956194596,0.00495792608051672,0.00922522580505111,0.0245185198235279
"224",2017,"BLC","M",3155.30204004326,0.00520582238454256,0.00968648709530368,0.0257444458147043
"225",2017,"BLC","person",6160.35160198922,0.0101637484650593,0.0189117129003548,0.0502629656382321
"226",2017,"CHI","M",3556.37067405445,0.00677751360145886,0.0128420877412371,0.0187289379140799
"227",2017,"CHI","F",3387.01968957567,0.00645477485853226,0.0122305597535592,0.0178370837276952
"228",2017,"CHI","person",6943.39036363011,0.0132322884599911,0.0250726474947962,0.0365660216417751
"229",2017,"IND","person",28595.5330499366,0.0168243525208307,0.0343919454195593,0.0681070317026416
"230",2017,"IND","F",13949.0405121642,0.00820700122967349,0.0167765587412484,0.0332229422939715
"231",2017,"IND","M",14646.4925377724,0.00861735129115716,0.0176153866783108,0.0348840894086701
"232",2017,"MIX","F",19737.1973755642,0.0135668114340942,0.0272206266718766,0.0589456014191498
"233",2017,"MIX","person",40461.2546199066,0.027811963439893,0.0558022846773471,0.120838482909257
"234",2017,"MIX","M",20724.0572443424,0.0142451520057989,0.0285816580054705,0.0618928814901073
"235",2017,"OAS","person",15082.2684995572,0.0146089840773437,0.0289077206704493,0.0534027504000484
"236",2017,"OAS","F",7357.20414612547,0.00712633369626524,0.0141013271563167,0.0260501221463651
"237",2017,"OAS","M",7725.06435343175,0.0074826503810785,0.0148063935141326,0.0273526282536834
"238",2017,"OBL","M",2121.83533134514,0.00686802429740143,0.0138911551641721,0.0303737744044482
"239",2017,"OBL","F",2020.79555366203,0.00654097552133467,0.0132296715849258,0.0289274041947125
"240",2017,"OBL","person",4142.63088500717,0.0134089998187361,0.0271208267490979,0.0593011785991607
"241",2017,"OTH","M",2777.989290813,0.00421167901696139,0.00936183778528123,0.0166107521878357
"242",2017,"OTH","person",5423.69337730157,0.00822280189025796,0.0182778737712634,0.0324305161762507
"243",2017,"OTH","F",2645.70408648857,0.00401112287329656,0.00891603598598212,0.015819763988415
"244",2017,"PAK","M",18569.5875118633,0.0135227262342771,0.0277213599163943,0.0552196985779801
"245",2017,"PAK","person",36254.908951733,0.0264015131240647,0.0541226550748649,0.107809887699866
"246",2017,"PAK","F",17685.3214398698,0.0128787868897877,0.0264012951584708,0.0525901891218858
"247",2017,"WBI","F",236508.938554343,0.00548087704462018,0.0108141194565606,0.0307045823363564
"248",2017,"WBI","M",248334.385482061,0.00575492089685121,0.0113548254293887,0.0322398114531743
"249",2017,"WBI","person",484843.324036404,0.0112357979414714,0.0221689448859493,0.0629443937895307
"250",2017,"WHO","M",17506.8390570614,0.00532968409945753,0.0104514099537945,0.016288328542638
"251",2017,"WHO","F",16673.1800543442,0.00507588961853098,0.00995372376551859,0.0155126938501315
"252",2017,"WHO","person",34180.0191114056,0.0104055737179885,0.0204051337193131,0.0318010223927695
"253",2018,"BAN","person",14329.6453792317,0.026479497413851,0.0543916503901431,0.103710467233152
"254",2018,"BAN","F",6990.0709166984,0.0129168280067566,0.0265325123854357,0.0505904718210498
"255",2018,"BAN","M",7339.57446253332,0.0135626694070944,0.0278591380047075,0.0531199954121023
"256",2018,"BLA","M",12435.7939622174,0.00968939285608136,0.0191766422885724,0.0372369080083853
"257",2018,"BLA","F",11843.6132973499,0.00922799319626796,0.0182634688462594,0.0354637219127479
"258",2018,"BLA","person",24279.4072595674,0.0189173860523494,0.0374401111348319,0.0727006299211336
"259",2018,"BLC","M",3182.09865062381,0.00520869792440449,0.00969393498580553,0.0262086461516064
"260",2018,"BLC","person",6212.66879407506,0.0101693626143135,0.018926254019906,0.0511692615340888
"261",2018,"BLC","F",3030.57014345125,0.00496066468990904,0.00923231903410051,0.0249606153824823
"262",2018,"CHI","M",3746.28921874006,0.00683780237224565,0.0129578263395659,0.0189360281431519
"263",2018,"CHI","F",3567.89449403815,0.00651219273547204,0.0123407869900628,0.0180343125172875
"264",2018,"CHI","person",7314.18371277822,0.0133499951077177,0.0252986133296287,0.0369703406604394
"265",2018,"IND","person",28992.1760653373,0.0165635961093585,0.0338880989714068,0.0676110474842668
"266",2018,"IND","F",14142.5249099206,0.00807980298017486,0.016530779986052,0.032980998772813
"267",2018,"IND","M",14849.6511554167,0.00848379312918364,0.0173573189853547,0.0346300487114538
"268",2018,"MIX","F",20192.4814247741,0.0134388570172326,0.0269855720720346,0.0583412859168343
"269",2018,"MIX","person",41394.5869207869,0.0275496568853268,0.0553204227476709,0.11959963612951
"270",2018,"MIX","M",21202.1054960128,0.0141107998680942,0.0283348506756363,0.061258350212676
"271",2018,"OAS","person",15512.0011893409,0.0144751820548926,0.0287142117646117,0.0537934538533533
"272",2018,"OAS","M",7945.17134088193,0.00741411763787181,0.0147072791965085,0.0275527446565956
"273",2018,"OAS","F",7566.82984845898,0.00706106441702078,0.0140069325681033,0.0262407091967577
"274",2018,"OBL","F",2083.98876659161,0.0066102021325986,0.0133812608271731,0.0288752460520775
"275",2018,"OBL","M",2188.18820492119,0.00694071223922853,0.0140503238685317,0.0303190083546813
"276",2018,"OBL","person",4272.1769715128,0.0135509143718271,0.0274315846957048,0.0591942544067588
"277",2018,"OTH","person",5587.03306251485,0.00822919894355323,0.0182847802819546,0.0323565240351827
"278",2018,"OTH","M",2861.65108080029,0.00421495555645409,0.00936537526636699,0.016572853774118
"279",2018,"OTH","F",2725.38198171456,0.00401424338709913,0.0089194050155876,0.0157836702610647
"280",2018,"PAK","F",18154.2985209664,0.0127866465619116,0.0262236404055135,0.0525794072654554
"281",2018,"PAK","person",37216.3119679812,0.0262126254519188,0.0537584628313028,0.107787784894184
"282",2018,"PAK","M",19062.0134470148,0.0134259788900072,0.0275348224257893,0.0552083776287284
"283",2018,"WBI","person",485472.362061351,0.0112362533931546,0.0221828117787986,0.0637264186643822
"284",2018,"WBI","F",236815.786371391,0.00548109921617299,0.0108208837945359,0.0310860578850645
"285",2018,"WBI","M",248656.57568996,0.00575515417698162,0.0113619279842627,0.0326403607793177
"286",2018,"WHO","person",35079.9482030497,0.0102050683388196,0.0201098107010183,0.0314530592801087
"287",2018,"WHO","F",17112.1698551462,0.00497808211649735,0.0098096637565943,0.0153429557463945
"288",2018,"WHO","M",17967.7783479035,0.00522698622232222,0.010300146944424,0.0161101035337142
"289",2019,"BAN","F",7178.9557728503,0.012856945094208,0.0263992731248861,0.0505828553167345
"290",2019,"BAN","M",7537.90356149282,0.0134997923489184,0.0277192367811304,0.0531119980825713
"291",2019,"BAN","person",14716.8593343431,0.0263567374431264,0.0541185099060165,0.103694853399306
"292",2019,"BLA","F",12199.4281323774,0.00915533718512381,0.0181712856028207,0.0356593769288567
"293",2019,"BLA","M",12809.3995389962,0.00961310404437995,0.0190798498829617,0.0374423457752993
